#string_protein_id | preferred_name | protein_size
9606.ENSP00000354490 | ATP1A2 | 1020
9606.ENSP00000354497 | FAN1 | 1017
9606.ENSP00000354498 | PHLDB1 | 1377
9606.ENSP00000354499 | MT-CO1 | 513
9606.ENSP00000354501 | ZNF277 | 450
9606.ENSP00000354504 | ASTN2 | 1288
9606.ENSP00000354511 | COMT | 271
9606.ENSP00000354518 | ZNF830 | 372
9606.ENSP00000354522 | TOP1 | 765
9606.ENSP00000354525 | MRPL24 | 216
9606.ENSP00000354532 | PNP | 289
9606.ENSP00000354536 | ASTN1 | 1294
9606.ENSP00000354543 | TSC22D2 | 780
9606.ENSP00000354547 | ZFP69B | 534
9606.ENSP00000354553 | GLMP | 406
9606.ENSP00000354554 | MT-CYB | 380
9606.ENSP00000354558 | MTOR | 2549
9606.ENSP00000354560 | KIFAP3 | 792
9606.ENSP00000354566 | CD3E | 207
9606.ENSP00000354571 | RNF121 | 327
9606.ENSP00000354573 | MACF1 | 5430
9606.ENSP00000354580 | MRPL21 | 205
9606.ENSP00000354581 | GPX6 | 221
9606.ENSP00000354583 | MFAP3L | 409
9606.ENSP00000354590 | SFT2D1 | 159
9606.ENSP00000354597 | DENND4B | 1496
9606.ENSP00000354607 | FZD5 | 585
9606.ENSP00000354608 | PPT2 | 308
9606.ENSP00000354610 | AMY2B | 511
9606.ENSP00000354612 | PTGS1 | 599
9606.ENSP00000354621 | SMURF1 | 757
9606.ENSP00000354622 | RUNDC1 | 613
9606.ENSP00000354623 | WHRN | 907
9606.ENSP00000354632 | MT-ATP6 | 226
9606.ENSP00000354633 | TAF11 | 211
9606.ENSP00000354645 | GPATCH3 | 525
9606.ENSP00000354649 | MAGT1 | 367
9606.ENSP00000354652 | NPY1R | 384
9606.ENSP00000354660 | MAGEC2 | 373
9606.ENSP00000354665 | MT-ND6 | 174
9606.ENSP00000354669 | MINDY1 | 517
9606.ENSP00000354671 | MAST2 | 1798
9606.ENSP00000354677 | GPX7 | 187
9606.ENSP00000354681 | OPA1 | 997
9606.ENSP00000354683 | ZNF630 | 657
9606.ENSP00000354686 | ZNF652 | 606
9606.ENSP00000354687 | MT-ND1 | 318
9606.ENSP00000354688 | DENND10 | 357
9606.ENSP00000354689 | SLC39A13 | 371
9606.ENSP00000354691 | FCRL5 | 977
9606.ENSP00000354718 | AKAP13 | 2817
9606.ENSP00000354720 | SMC3 | 1217
9606.ENSP00000354721 | SLC26A1 | 701
9606.ENSP00000354722 | EIF1AY | 144
9606.ENSP00000354723 | H2BW1 | 175
9606.ENSP00000354724 | PCGF3 | 242
9606.ENSP00000354728 | MT-ND4L | 98
9606.ENSP00000354733 | SBNO2 | 1366
9606.ENSP00000354739 | RPL12 | 165
9606.ENSP00000354742 | IPO9 | 1041
9606.ENSP00000354762 | COA3 | 106
9606.ENSP00000354772 | MVB12B | 319
9606.ENSP00000354774 | SPRYD7 | 196
9606.ENSP00000354775 | PJA2 | 708
9606.ENSP00000354777 | TBKBP1 | 615
9606.ENSP00000354778 | CNTNAP2 | 1331
9606.ENSP00000354782 | CD247 | 164
9606.ENSP00000354791 | DCTN1 | 1278
9606.ENSP00000354794 | ZNF521 | 1311
9606.ENSP00000354812 | SPOUT1 | 376
9606.ENSP00000354813 | MT-ND5 | 603
9606.ENSP00000354822 | XAF1 | 301
9606.ENSP00000354826 | CALD1 | 793
9606.ENSP00000354829 | SGMS1 | 413
9606.ENSP00000354830 | DDIT4L | 193
9606.ENSP00000354837 | ARHGEF2 | 986
9606.ENSP00000354842 | TOX | 526
9606.ENSP00000354848 | KIFBP | 621
9606.ENSP00000354850 | OGA | 916
9606.ENSP00000354855 | NFE2L1 | 772
9606.ENSP00000354859 | DRD2 | 443
9606.ENSP00000354871 | PPEF1 | 653
9606.ENSP00000354874 | SEPTIN4 | 570
9606.ENSP00000354876 | MT-CO2 | 227
9606.ENSP00000354878 | KIF21A | 1674
9606.ENSP00000354884 | RASSF9 | 435
9606.ENSP00000354886 | SLC25A47 | 308
9606.ENSP00000354888 | CCDC152 | 254
9606.ENSP00000354891 | FAM163A | 167
9606.ENSP00000354900 | GJB1 | 283
9606.ENSP00000354901 | CXCL9 | 125
9606.ENSP00000354910 | NRG2 | 850
9606.ENSP00000354911 | TIFA | 184
9606.ENSP00000354912 | MAGEE1 | 957
9606.ENSP00000354916 | CDC14A | 623
9606.ENSP00000354917 | TOGARAM1 | 1773
9606.ENSP00000354919 | VEPH1 | 833
9606.ENSP00000354920 | EEF1AKNMT | 699
9606.ENSP00000354923 | DMD | 3685
9606.ENSP00000354927 | MAP3K3 | 657
9606.ENSP00000354929 | NOTCH2NLA | 236
9606.ENSP00000354932 | TLR1 | 786
9606.ENSP00000354947 | CAPZA2 | 286
9606.ENSP00000354952 | GAB2 | 676
9606.ENSP00000354957 | SMC5 | 1101
9606.ENSP00000354958 | FAM189B | 668
9606.ENSP00000354960 | COLGALT2 | 626
9606.ENSP00000354961 | MT-ND4 | 459
9606.ENSP00000354964 | ZNF318 | 2279
9606.ENSP00000354972 | NAA35 | 725
9606.ENSP00000354982 | MT-CO3 | 261
9606.ENSP00000354991 | ALPK2 | 2170
9606.ENSP00000354995 | ABCG1 | 678
9606.ENSP00000355001 | POU3F3 | 500
9606.ENSP00000355011 | ILF2 | 390
9606.ENSP00000355013 | CTR9 | 1173
9606.ENSP00000355014 | PJA1 | 643
9606.ENSP00000355022 | TEDC2 | 433
9606.ENSP00000355026 | ARHGEF15 | 841
9606.ENSP00000355028 | DZIP3 | 1208
9606.ENSP00000355046 | MT-ND2 | 347
9606.ENSP00000355050 | CTNNBL1 | 563
9606.ENSP00000355051 | TAF13 | 124
9606.ENSP00000355053 | ZSCAN20 | 1043
9606.ENSP00000355060 | ARHGEF10L | 1279
9606.ENSP00000355064 | SHISA4 | 197
9606.ENSP00000355077 | NSMCE1 | 266
9606.ENSP00000355082 | PCDH18 | 1135
9606.ENSP00000355090 | ARHGAP11A | 1023
9606.ENSP00000355094 | QKI | 341
9606.ENSP00000355110 | SMOC1 | 435
9606.ENSP00000355114 | DCAF12 | 453
9606.ENSP00000355121 | ITPRIPL1 | 563
9606.ENSP00000355124 | KRT19 | 400
9606.ENSP00000355133 | NOS1AP | 506
9606.ENSP00000355140 | HOXB1 | 301
9606.ENSP00000355155 | GRIN3A | 1115
9606.ENSP00000355156 | SUCNR1 | 334
9606.ENSP00000355157 | FCRL2 | 508
9606.ENSP00000355162 | TIGD4 | 512
9606.ENSP00000355166 | LRRC10 | 277
9606.ENSP00000355167 | HORMAD1 | 394
9606.ENSP00000355180 | COL6A1 | 1028
9606.ENSP00000355185 | DCLRE1A | 1040
9606.ENSP00000355187 | LRRTM3 | 581
9606.ENSP00000355192 | CACNA1S | 1873
9606.ENSP00000355195 | ASB12 | 318
9606.ENSP00000355198 | MAGEB3 | 346
9606.ENSP00000355204 | FAM110B | 370
9606.ENSP00000355206 | MT-ND3 | 115
9606.ENSP00000355228 | HMGN2 | 90
9606.ENSP00000355231 | BECN1 | 450
9606.ENSP00000355237 | CDC42BPB | 1711
9606.ENSP00000355241 | TEX45 | 505
9606.ENSP00000355245 | PAX9 | 341
9606.ENSP00000355249 | E2F2 | 437
9606.ENSP00000355250 | KIAA0753 | 967
9606.ENSP00000355251 | ZNF511 | 252
9606.ENSP00000355260 | PPP1R14C | 165
9606.ENSP00000355261 | SMG5 | 1016
9606.ENSP00000355265 | MT-ATP8 | 68
9606.ENSP00000355279 | CNOT7 | 285
9606.ENSP00000355299 | TSEN15 | 175
9606.ENSP00000355302 | KRTAP1-5 | 174
9606.ENSP00000355304 | MOK | 419
9606.ENSP00000355306 | C1orf174 | 243
9606.ENSP00000355308 | HACD1 | 288
9606.ENSP00000355315 | RPL39 | 51
9606.ENSP00000355316 | GRM3 | 879
9606.ENSP00000355319 | CIPC | 399
9606.ENSP00000355325 | PSMB5 | 263
9606.ENSP00000355330 | TGM2 | 687
9606.ENSP00000355340 | APOBEC3C | 190
9606.ENSP00000355354 | SOX15 | 233
9606.ENSP00000355361 | CD47 | 323
9606.ENSP00000355370 | CNTF | 200
9606.ENSP00000355374 | OSGIN1 | 477
9606.ENSP00000355377 | AKR7A3 | 331
9606.ENSP00000355384 | SLC26A11 | 606
9606.ENSP00000355385 | R3HDM4 | 268
9606.ENSP00000355387 | SCAMP5 | 235
9606.ENSP00000355388 | MPHOSPH8 | 860
9606.ENSP00000355396 | LRIG2 | 1065
9606.ENSP00000355402 | ISLR2 | 745
9606.ENSP00000355419 | PCDH11Y | 1048
9606.ENSP00000355421 | GAGE2A | 116
9606.ENSP00000355428 | SH3BP5L | 393
9606.ENSP00000355430 | OR2T1 | 369
9606.ENSP00000355431 | OR2T4 | 348
9606.ENSP00000355432 | OR2M5 | 312
9606.ENSP00000355437 | TRIM58 | 486
9606.ENSP00000355441 | OR14A2 | 314
9606.ENSP00000355459 | ZNF670 | 389
9606.ENSP00000355465 | AHCTF1 | 2275
9606.ENSP00000355467 | SCCPDH | 429
9606.ENSP00000355470 | CNST | 725
9606.ENSP00000355471 | TFB2M | 396
9606.ENSP00000355480 | EFCAB2 | 162
9606.ENSP00000355486 | COX20 | 130
9606.ENSP00000355492 | CATSPERE | 951
9606.ENSP00000355493 | ADSS2 | 456
9606.ENSP00000355499 | SDCCAG8 | 713
9606.ENSP00000355500 | CEP170 | 1584
9606.ENSP00000355506 | EXO1 | 846
9606.ENSP00000355510 | WDR64 | 1081
9606.ENSP00000355511 | CHML | 656
9606.ENSP00000355512 | OPN3 | 402
9606.ENSP00000355517 | KMO | 486
9606.ENSP00000355518 | FH | 510
9606.ENSP00000355523 | RGS7 | 487
9606.ENSP00000355533 | RYR2 | 4967
9606.ENSP00000355536 | MTR | 1265
9606.ENSP00000355537 | ACTN2 | 894
9606.ENSP00000355541 | HEATR1 | 2144
9606.ENSP00000355551 | GPR137B | 399
9606.ENSP00000355559 | B3GALNT2 | 500
9606.ENSP00000355566 | TOMM20 | 145
9606.ENSP00000355568 | IRF2BP2 | 587
9606.ENSP00000355574 | COA6 | 155
9606.ENSP00000355577 | SLC35F3 | 490
9606.ENSP00000355580 | KCNK1 | 336
9606.ENSP00000355583 | MAP3K21 | 1036
9606.ENSP00000355587 | NTPCR | 190
9606.ENSP00000355589 | SIPA1L2 | 1722
9606.ENSP00000355599 | TSNAX | 290
9606.ENSP00000355601 | EGLN1 | 426
9606.ENSP00000355605 | EXOC8 | 725
9606.ENSP00000355607 | GNPAT | 680
9606.ENSP00000355609 | C1orf131 | 293
9606.ENSP00000355613 | TRIM67 | 783
9606.ENSP00000355614 | FAM89A | 184
9606.ENSP00000355621 | TTC13 | 860
9606.ENSP00000355623 | C1orf198 | 327
9606.ENSP00000355627 | AGT | 485
9606.ENSP00000355629 | COG2 | 738
9606.ENSP00000355631 | OTX1 | 354
9606.ENSP00000355632 | GALNT2 | 571
9606.ENSP00000355637 | ABCB10 | 738
9606.ENSP00000355645 | ACTA1 | 377
9606.ENSP00000355651 | RAB4A | 218
9606.ENSP00000355652 | RHOU | 258
9606.ENSP00000355656 | H2AW | 130
9606.ENSP00000355657 | H3-4 | 136
9606.ENSP00000355658 | TRIM17 | 477
9606.ENSP00000355672 | IBA57 | 356
9606.ENSP00000355675 | GJC2 | 439
9606.ENSP00000355689 | GUK1 | 241
9606.ENSP00000355718 | DLL1 | 723
9606.ENSP00000355719 | PRSS38 | 326
9606.ENSP00000355720 | JMJD4 | 463
9606.ENSP00000355731 | CDC42BPA | 1719
9606.ENSP00000355735 | ERMARD | 678
9606.ENSP00000355736 | TCTE3 | 198
9606.ENSP00000355741 | COQ8A | 647
9606.ENSP00000355747 | PSEN2 | 448
9606.ENSP00000355751 | THBS2 | 1172
9606.ENSP00000355752 | STUM | 141
9606.ENSP00000355759 | PARP1 | 1014
9606.ENSP00000355760 | DACT2 | 774
9606.ENSP00000355771 | AFDN | 1781
9606.ENSP00000355777 | ACBD3 | 528
9606.ENSP00000355780 | H3-3A | 136
9606.ENSP00000355785 | LEFTY2 | 366
9606.ENSP00000355799 | GPR31 | 319
9606.ENSP00000355800 | TMEM63A | 807
9606.ENSP00000355809 | ENAH | 591
9606.ENSP00000355812 | FGFR1OP | 399
9606.ENSP00000355827 | FBXO28 | 368
9606.ENSP00000355837 | CAPN8 | 703
9606.ENSP00000355840 | CCDC185 | 623
9606.ENSP00000355847 | PDE10A | 789
9606.ENSP00000355865 | PRKN | 465
9606.ENSP00000355866 | DUSP10 | 482
9606.ENSP00000355870 | HLX | 488
9606.ENSP00000355877 | MARC1 | 337
9606.ENSP00000355880 | MARC2 | 335
9606.ENSP00000355889 | IARS2 | 1012
9606.ENSP00000355890 | EPRS1 | 1512
9606.ENSP00000355893 | SLC30A10 | 485
9606.ENSP00000355895 | LYPLAL1 | 237
9606.ENSP00000355896 | TGFB2 | 442
9606.ENSP00000355899 | RRP15 | 282
9606.ENSP00000355900 | SPATA17 | 361
9606.ENSP00000355902 | GPATCH2 | 528
9606.ENSP00000355904 | ESRRG | 470
9606.ENSP00000355920 | SLC22A2 | 555
9606.ENSP00000355922 | CENPF | 3114
9606.ENSP00000355923 | PTPN14 | 1187
9606.ENSP00000355924 | SMYD2 | 433
9606.ENSP00000355925 | PROX1 | 737
9606.ENSP00000355927 | RPS6KC1 | 1066
9606.ENSP00000355929 | ANGEL2 | 544
9606.ENSP00000355930 | SLC22A1 | 554
9606.ENSP00000355938 | FLVCR1 | 555
9606.ENSP00000355944 | NSL1 | 281
9606.ENSP00000355955 | NENF | 172
9606.ENSP00000355958 | DTL | 730
9606.ENSP00000355961 | INTS7 | 962
9606.ENSP00000355964 | LPGAT1 | 370
9606.ENSP00000355966 | NEK2 | 445
9606.ENSP00000355968 | SLC30A1 | 507
9606.ENSP00000355969 | RD3 | 195
9606.ENSP00000355979 | SERTAD4 | 356
9606.ENSP00000355988 | IRF6 | 467
9606.ENSP00000355991 | TRAF3IP3 | 551
9606.ENSP00000355995 | HSD11B1 | 292
9606.ENSP00000355996 | G0S2 | 103
9606.ENSP00000356000 | PLXNA2 | 1894
9606.ENSP00000356001 | MRPL18 | 180
9606.ENSP00000356015 | ACAT2 | 397
9606.ENSP00000356016 | CR1 | 2489
9606.ENSP00000356024 | CR2 | 1092
9606.ENSP00000356030 | CD55 | 444
9606.ENSP00000356033 | TAGAP | 731
9606.ENSP00000356037 | C4BPA | 597
9606.ENSP00000356047 | PFKFB2 | 505
9606.ENSP00000356056 | DYNLT1 | 113
9606.ENSP00000356057 | TMEM181 | 612
9606.ENSP00000356058 | FCMR | 390
9606.ENSP00000356064 | TULP4 | 1543
9606.ENSP00000356065 | IL20 | 176
9606.ENSP00000356070 | MAPKAPK2 | 400
9606.ENSP00000356076 | DYRK3 | 588
9606.ENSP00000356093 | RHEX | 172
9606.ENSP00000356094 | AVPR1B | 424
9606.ENSP00000356096 | FAM72A | 149
9606.ENSP00000356102 | SLC26A9 | 887
9606.ENSP00000356104 | PM20D1 | 502
9606.ENSP00000356105 | SLC41A1 | 513
9606.ENSP00000356107 | RAB29 | 203
9606.ENSP00000356110 | NUCKS1 | 243
9606.ENSP00000356113 | SLC45A3 | 553
9606.ENSP00000356115 | MFSD4A | 514
9606.ENSP00000356121 | LEMD1 | 181
9606.ENSP00000356124 | KLHDC8A | 350
9606.ENSP00000356130 | DSTYK | 929
9606.ENSP00000356133 | CLDN20 | 219
9606.ENSP00000356134 | TFB1M | 346
9606.ENSP00000356135 | TMEM81 | 255
9606.ENSP00000356143 | LRRN2 | 713
9606.ENSP00000356150 | MDM4 | 490
9606.ENSP00000356155 | PIK3C2B | 1634
9606.ENSP00000356156 | PPP1R15B | 713
9606.ENSP00000356162 | KISS1 | 138
9606.ENSP00000356169 | ETNK2 | 394
9606.ENSP00000356172 | SOX13 | 622
9606.ENSP00000356191 | OPTC | 332
9606.ENSP00000356198 | CHIT1 | 466
9606.ENSP00000356202 | MTRF1L | 380
9606.ENSP00000356205 | ADORA1 | 326
9606.ENSP00000356211 | TMEM183A | 376
9606.ENSP00000356213 | VIP | 170
9606.ENSP00000356214 | MYCT1 | 235
9606.ENSP00000356218 | CYB5R1 | 305
9606.ENSP00000356224 | SYNE1 | 8797
9606.ENSP00000356230 | KLHL12 | 568
9606.ENSP00000356231 | RABIF | 123
9606.ENSP00000356233 | KDM5B | 1580
9606.ENSP00000356237 | SYT2 | 419
9606.ENSP00000356247 | LGR6 | 967
9606.ENSP00000356251 | GPR37L1 | 481
9606.ENSP00000356256 | TIMM17A | 171
9606.ENSP00000356257 | LMOD1 | 600
9606.ENSP00000356263 | ARMT1 | 441
9606.ENSP00000356265 | NAV1 | 1877
9606.ENSP00000356275 | CSRP1 | 193
9606.ENSP00000356280 | PHLDA3 | 127
9606.ENSP00000356301 | TMEM9 | 186
9606.ENSP00000356308 | ULBP3 | 244
9606.ENSP00000356310 | RAET1L | 246
9606.ENSP00000356319 | KIF14 | 1648
9606.ENSP00000356320 | ULBP2 | 246
9606.ENSP00000356329 | RAET1G | 334
9606.ENSP00000356331 | NR5A2 | 541
9606.ENSP00000356355 | NEK7 | 302
9606.ENSP00000356357 | LHX9 | 397
9606.ENSP00000356363 | C1orf53 | 145
9606.ENSP00000356370 | CRB1 | 1406
9606.ENSP00000356375 | ZBTB41 | 909
9606.ENSP00000356379 | ASPM | 3477
9606.ENSP00000356381 | KATNA1 | 491
9606.ENSP00000356382 | F13B | 661
9606.ENSP00000356385 | CFHR2 | 270
9606.ENSP00000356386 | CFHR4 | 577
9606.ENSP00000356389 | GINM1 | 330
9606.ENSP00000356395 | CFHR3 | 330
9606.ENSP00000356399 | CFH | 1231
9606.ENSP00000356404 | B3GALT2 | 422
9606.ENSP00000356405 | CDC73 | 531
9606.ENSP00000356410 | GLRX2 | 165
9606.ENSP00000356416 | RO60 | 538
9606.ENSP00000356421 | UCHL5 | 355
9606.ENSP00000356426 | TAB2 | 693
9606.ENSP00000356429 | RGS1 | 209
9606.ENSP00000356430 | RGS18 | 235
9606.ENSP00000356432 | BRINP3 | 766
9606.ENSP00000356433 | UST | 406
9606.ENSP00000356436 | PLA2G4A | 749
9606.ENSP00000356437 | SASH1 | 1247
9606.ENSP00000356438 | PTGS2 | 604
9606.ENSP00000356444 | SAMD5 | 173
9606.ENSP00000356448 | TPR | 2363
9606.ENSP00000356465 | RAB32 | 225
9606.ENSP00000356468 | IVNS1ABP | 642
9606.ENSP00000356470 | SWT1 | 900
9606.ENSP00000356476 | TRMT1L | 733
9606.ENSP00000356480 | RNF2 | 336
9606.ENSP00000356481 | NIBAN1 | 928
9606.ENSP00000356489 | EPM2A | 331
9606.ENSP00000356505 | NCF2 | 526
9606.ENSP00000356515 | UTRN | 3433
9606.ENSP00000356518 | SHCBP1L | 653
9606.ENSP00000356520 | DHX9 | 1270
9606.ENSP00000356529 | RGS16 | 202
9606.ENSP00000356530 | RNASEL | 741
9606.ENSP00000356536 | TEDDM1 | 273
9606.ENSP00000356540 | STX11 | 287
9606.ENSP00000356541 | SF3B5 | 86
9606.ENSP00000356545 | CACNA1E | 2313
9606.ENSP00000356548 | LTV1 | 475
9606.ENSP00000356549 | IER5 | 327
9606.ENSP00000356560 | KIAA1614 | 1190
9606.ENSP00000356562 | XPR1 | 696
9606.ENSP00000356563 | PEX3 | 373
9606.ENSP00000356574 | QSOX1 | 747
9606.ENSP00000356576 | HIVEP2 | 2446
9606.ENSP00000356579 | CEP350 | 3117
9606.ENSP00000356581 | ADGRG6 | 1250
9606.ENSP00000356584 | TOR1AIP2 | 470
9606.ENSP00000356587 | NPHS2 | 383
9606.ENSP00000356590 | AXDND1 | 1012
9606.ENSP00000356591 | SOAT1 | 550
9606.ENSP00000356599 | TOR3A | 397
9606.ENSP00000356602 | VTA1 | 307
9606.ENSP00000356607 | RALGPS2 | 583
9606.ENSP00000356621 | RASAL2 | 1280
9606.ENSP00000356630 | HECA | 543
9606.ENSP00000356632 | ABRACL | 81
9606.ENSP00000356634 | PAPPA2 | 1791
9606.ENSP00000356641 | COP1 | 731
9606.ENSP00000356646 | TNR | 1358
9606.ENSP00000356652 | CACYBP | 228
9606.ENSP00000356658 | GPR52 | 361
9606.ENSP00000356669 | RC3H1 | 1133
9606.ENSP00000356671 | SERPINC1 | 464
9606.ENSP00000356674 | ZBTB37 | 503
9606.ENSP00000356687 | SLC9C2 | 1124
9606.ENSP00000356694 | FASLG | 281
9606.ENSP00000356696 | SUCO | 1405
9606.ENSP00000356700 | C1orf105 | 183
9606.ENSP00000356702 | PIGC | 297
9606.ENSP00000356708 | OLIG3 | 272
9606.ENSP00000356713 | IFNGR1 | 489
9606.ENSP00000356723 | FMO4 | 558
9606.ENSP00000356729 | FMO3 | 532
9606.ENSP00000356733 | MROH9 | 861
9606.ENSP00000356737 | GORAB | 394
9606.ENSP00000356746 | SCYL3 | 742
9606.ENSP00000356771 | F5 | 2224
9606.ENSP00000356780 | CCDC181 | 509
9606.ENSP00000356782 | BLZF1 | 400
9606.ENSP00000356785 | NME7 | 376
9606.ENSP00000356790 | ATP1B1 | 303
9606.ENSP00000356791 | DPT | 201
9606.ENSP00000356792 | XCL1 | 114
9606.ENSP00000356793 | XCL2 | 114
9606.ENSP00000356795 | TBX19 | 448
9606.ENSP00000356807 | TIPRL | 272
9606.ENSP00000356811 | HBS1L | 684
9606.ENSP00000356814 | DCAF6 | 951
9606.ENSP00000356825 | ADCY10 | 1610
9606.ENSP00000356828 | RCSD1 | 416
9606.ENSP00000356832 | SGK1 | 526
9606.ENSP00000356840 | POU2F1 | 766
9606.ENSP00000356842 | GPA33 | 319
9606.ENSP00000356846 | MAEL | 434
9606.ENSP00000356848 | TADA1 | 335
9606.ENSP00000356849 | POGK | 609
9606.ENSP00000356853 | UCK2 | 261
9606.ENSP00000356857 | TCF21 | 179
9606.ENSP00000356864 | MGST3 | 152
9606.ENSP00000356886 | CCDC190 | 302
9606.ENSP00000356899 | DDR2 | 855
9606.ENSP00000356905 | VNN1 | 513
9606.ENSP00000356906 | SH2D1B | 132
9606.ENSP00000356908 | TAAR2 | 351
9606.ENSP00000356912 | SPATA46 | 261
9606.ENSP00000356917 | OLFML2B | 751
9606.ENSP00000356918 | STX7 | 261
9606.ENSP00000356919 | ATF6 | 670
9606.ENSP00000356920 | DUSP12 | 340
9606.ENSP00000356925 | FCRLB | 426
9606.ENSP00000356936 | FCRLA | 382
9606.ENSP00000356940 | MOXD1 | 613
9606.ENSP00000356946 | FCGR3A | 359
9606.ENSP00000356951 | CFAP126 | 177
9606.ENSP00000356953 | SDHC | 169
9606.ENSP00000356954 | CCN2 | 349
9606.ENSP00000356959 | NR1I3 | 357
9606.ENSP00000356967 | TOMM40L | 308
9606.ENSP00000356969 | APOA2 | 100
9606.ENSP00000356972 | NDUFS2 | 463
9606.ENSP00000356975 | ADAMTS4 | 837
9606.ENSP00000356978 | PPOX | 477
9606.ENSP00000356981 | USP21 | 565
9606.ENSP00000356982 | UFC1 | 167
9606.ENSP00000356984 | DEDD | 348
9606.ENSP00000356988 | NIT1 | 327
9606.ENSP00000356989 | PFDN2 | 154
9606.ENSP00000356990 | KLHDC9 | 349
9606.ENSP00000356991 | NECTIN4 | 510
9606.ENSP00000356992 | ARHGAP30 | 1101
9606.ENSP00000357000 | USF1 | 310
9606.ENSP00000357005 | F11R | 299
9606.ENSP00000357008 | ITLN2 | 325
9606.ENSP00000357012 | CD244 | 370
9606.ENSP00000357022 | SLAMF7 | 335
9606.ENSP00000357036 | SLAMF6 | 332
9606.ENSP00000357040 | VANGL2 | 521
9606.ENSP00000357047 | MED23 | 1368
9606.ENSP00000357048 | COPA | 1233
9606.ENSP00000357051 | PEX19 | 299
9606.ENSP00000357052 | DCAF8 | 597
9606.ENSP00000357055 | PEA15 | 151
9606.ENSP00000357057 | CASQ1 | 396
9606.ENSP00000357060 | ATP1A4 | 1029
9606.ENSP00000357065 | IGSF8 | 613
9606.ENSP00000357067 | KCNJ9 | 393
9606.ENSP00000357069 | PIGM | 423
9606.ENSP00000357072 | SLAMF9 | 289
9606.ENSP00000357073 | IGSF9 | 1179
9606.ENSP00000357076 | TAGLN2 | 220
9606.ENSP00000357079 | CFAP45 | 551
9606.ENSP00000357080 | VSIG8 | 414
9606.ENSP00000357086 | FCRL6 | 434
9606.ENSP00000357087 | DUSP23 | 150
9606.ENSP00000357097 | FCER1A | 257
9606.ENSP00000357103 | ACKR1 | 338
9606.ENSP00000357106 | CADM3 | 432
9606.ENSP00000357110 | EPB41L2 | 1005
9606.ENSP00000357112 | AIM2 | 343
9606.ENSP00000357113 | IFI16 | 729
9606.ENSP00000357118 | L3MBTL3 | 780
9606.ENSP00000357122 | PYHIN1 | 492
9606.ENSP00000357123 | MNDA | 407
9606.ENSP00000357125 | TMEM244 | 128
9606.ENSP00000357126 | OR6K6 | 343
9606.ENSP00000357127 | OR6K3 | 315
9606.ENSP00000357131 | ARHGAP18 | 663
9606.ENSP00000357134 | OR10R2 | 335
9606.ENSP00000357149 | CD1E | 388
9606.ENSP00000357150 | CD1B | 333
9606.ENSP00000357152 | CD1C | 333
9606.ENSP00000357156 | CD5L | 347
9606.ENSP00000357158 | FCRL1 | 429
9606.ENSP00000357169 | FCRL3 | 742
9606.ENSP00000357175 | ETV3 | 512
9606.ENSP00000357177 | ARHGEF11 | 1562
9606.ENSP00000357178 | INSRR | 1297
9606.ENSP00000357189 | HDGF | 256
9606.ENSP00000357199 | RRNAD1 | 475
9606.ENSP00000357206 | NES | 1621
9606.ENSP00000357218 | NAXE | 288
9606.ENSP00000357219 | TTC24 | 582
9606.ENSP00000357238 | TSACC | 125
9606.ENSP00000357255 | BGLAP | 100
9606.ENSP00000357256 | PMF1 | 207
9606.ENSP00000357265 | SEMA4A | 761
9606.ENSP00000357283 | LMNA | 664
9606.ENSP00000357288 | LAMTOR2 | 125
9606.ENSP00000357292 | UBQLN4 | 601
9606.ENSP00000357297 | RNF146 | 359
9606.ENSP00000357301 | RXFP4 | 374
9606.ENSP00000357304 | KHDC4 | 614
9606.ENSP00000357305 | RIT1 | 236
9606.ENSP00000357307 | SYT11 | 431
9606.ENSP00000357308 | CENPW | 103
9606.ENSP00000357315 | GON4L | 2241
9606.ENSP00000357320 | DAP3 | 398
9606.ENSP00000357323 | YY1AP1 | 888
9606.ENSP00000357336 | RUSC1 | 902
9606.ENSP00000357342 | HCN3 | 774
9606.ENSP00000357345 | CLK2 | 499
9606.ENSP00000357348 | HEY2 | 337
9606.ENSP00000357360 | MTX1 | 466
9606.ENSP00000357362 | THBS3 | 956
9606.ENSP00000357384 | DPM3 | 122
9606.ENSP00000357389 | SLC50A1 | 221
9606.ENSP00000357392 | EFNA1 | 205
9606.ENSP00000357393 | EFNA3 | 238
9606.ENSP00000357402 | NKAIN2 | 208
9606.ENSP00000357409 | DCST2 | 773
9606.ENSP00000357425 | SMPDL3A | 453
9606.ENSP00000357440 | HSF2 | 536
9606.ENSP00000357442 | PYGO2 | 406
9606.ENSP00000357448 | PBXIP1 | 731
9606.ENSP00000357452 | PMVK | 192
9606.ENSP00000357453 | MAN1A1 | 653
9606.ENSP00000357459 | ADAR | 1226
9606.ENSP00000357461 | CHRNB2 | 502
9606.ENSP00000357465 | TDRD10 | 366
9606.ENSP00000357470 | IL6R | 468
9606.ENSP00000357474 | CEP85L | 808
9606.ENSP00000357480 | NUS1 | 293
9606.ENSP00000357484 | GOPC | 462
9606.ENSP00000357494 | ROS1 | 2347
9606.ENSP00000357507 | C1orf43 | 253
9606.ENSP00000357511 | C1orf189 | 101
9606.ENSP00000357535 | ECHS1 | 290
9606.ENSP00000357545 | FAM162B | 162
9606.ENSP00000357547 | NUP210L | 1888
9606.ENSP00000357552 | KPNA5 | 539
9606.ENSP00000357556 | VENTX | 258
