partner_id,partner_name,gene_name,uniprot_id,genbank_gene_id,genbank_protein_id,hgnc_id,organism,taxonomy_id
BE0002268,5-oxoprolinase,OPLAH,O14841,AB122018,46020040,HGNC:8149,Humans,9606
BE0002269,"Glutamate receptor ionotropic, delta-2",GRID2,O43424,AF009014,2853315,HGNC:4576,Humans,9606
BE0002270,Excitatory amino acid transporter 4,SLC1A6,P48664,U18244,930337,HGNC:10944,Humans,9606
BE0002271,Glutamyl aminopeptidase,ENPEP,Q07075,L14721,291854,HGNC:3355,Humans,9606
BE0002272,"Probable glutamate--tRNA ligase, mitochondrial",EARS2,Q5JPH6,AL832489,57997136,HGNC:29419,Humans,9606
BE0002273,Lengsin,LGSN,Q5TDP6,AF242388,7341339,HGNC:21016,Humans,9606
BE0002274,"N-acetylglutamate synthase, mitochondrial",NAGS,Q8N159,AY116537,22651769,HGNC:17996,Humans,9606
BE0002275,Mitochondrial glutamate carrier 2,SLC25A18,Q9H1K4,AJ428203,21322707,HGNC:10988,Humans,9606
BE0002276,Mitochondrial glutamate carrier 1,SLC25A22,Q9H936,AJ428202,21322705,HGNC:19954,Humans,9606
BE0002277,Aspartyl aminopeptidase,DNPEP,Q9ULA0,AF005050,5902181,HGNC:2981,Humans,9606
BE0002278,"Glutamate receptor ionotropic, delta-1",GRID1,Q9ULK0,BC039263,24657795,HGNC:4575,Humans,9606
BE0002279,Microsomal glutathione S-transferase 3,MGST3,O14880,AF026977,2583081,HGNC:7064,Humans,9606
BE0002280,Thioredoxin domain-containing protein 12,TXNDC12,O95881,AF543416,23477616,HGNC:24626,Humans,9606
BE0002281,Glutathione S-transferase A1,GSTA1,P08263,M15872,306809,HGNC:4626,Humans,9606
BE0002282,Microsomal glutathione S-transferase 1,MGST1,P10620,J03746,306808,HGNC:7061,Humans,9606
BE0002283,S-formylglutathione hydrolase,ESD,P10768,M13450,182265,HGNC:3465,Humans,9606
BE0002284,Glutaredoxin-1,GLRX,P35754,D21238,643695,HGNC:4330,Humans,9606
BE0002285,Glutathione S-transferase Mu 5,GSTM5,P46439,L02321,468260,HGNC:4637,Humans,9606
BE0002286,Glutathione peroxidase 6,GPX6,P59796,AY324826,32492913,HGNC:4558,Humans,9606
BE0002287,Glutathione peroxidase,GPX1,Q6NSD4,BC070258,47124246,,Humans,9606
BE0002288,Probable glutathione peroxidase 8,GPX8,Q8TED1,AK074216,18676757,HGNC:33100,Humans,9606
BE0002289,Glutathione peroxidase 7,GPX7,Q96SL4,AF320068,25990366,HGNC:4559,Humans,9606
BE0002290,Microsomal glutathione S-transferase 2,MGST2,Q99735,U77604,1747521,HGNC:7063,Humans,9606
BE0002291,Glutathione S-transferase omega-2,GSTO2,Q9H4Y5,AY350731,37777744,HGNC:23064,Humans,9606
BE0002292,"Glutaredoxin-2, mitochondrial",GLRX2,Q9NS18,AF132495,9507250,HGNC:16065,Humans,9606
BE0002296,Diacylglycerol kinase gamma,DGKG,P49619,D26135,516758,HGNC:2853,Humans,9606
BE0002297,Diacylglycerol kinase delta,DGKD,Q16760,AB078966,22773821,HGNC:2851,Humans,9606
BE0002299,Phosphatidylserine synthase 2,PTDSS2,Q9BVG9,AL834357,21740008,HGNC:15463,Humans,9606
BE0002300,Sphingomyelin phosphodiesterase 4,SMPD4,Q9NXE4,AB037839,7243217,HGNC:32949,Humans,9606
BE0002301,Sphingomyelin phosphodiesterase 3,SMPD3,Q9NY59,AJ250460,8247250,HGNC:14240,Humans,9606
BE0002302,"Glycine cleavage system H protein, mitochondrial",GCSH,P23434,M69175,184348,HGNC:4208,Humans,9606
BE0002303,Bile acid-CoA:amino acid N-acyltransferase,BAAT,Q14032,L34081,532505,HGNC:932,Humans,9606
BE0002304,N-arachidonyl glycine receptor,GPR18,Q14330,L42324,1066731,HGNC:4472,Humans,9606
BE0002305,Glycine N-acyltransferase,GLYAT,Q6IB77,AF023466,2554941,HGNC:13734,Humans,9606
BE0002306,Glycine N-acyltransferase-like protein 2,GLYATL2,Q8WU03,AF426250,29243559,HGNC:24178,Humans,9606
BE0002307,Glycine N-acyltransferase-like protein 1,GLYATL1,Q969I3,DQ084381,71384826,HGNC:30519,Humans,9606
BE0002308,Vesicular inhibitory amino acid transporter,SLC32A1,Q9H598,AY044836,17975777,HGNC:11018,Humans,9606
BE0002309,Peroxisomal sarcosine oxidase,PIPOX,Q9P0Z9,AF134593,7157903,HGNC:17804,Humans,9606
BE0002310,Sodium- and chloride-dependent glycine transporter 2,SLC6A5,Q9Y345,AF085412,4003525,HGNC:11051,Humans,9606
BE0002311,"Tryptophan--tRNA ligase, mitochondrial",WARS2,Q9UGM6,AJ242739,6572289,HGNC:12730,Humans,9606
BE0002312,"Probable cysteine--tRNA ligase, mitochondrial",CARS2,Q9HA77,AK022180,10433519,HGNC:25695,Humans,9606
BE0002313,Protein-arginine deiminase type-6,PADI6,Q6TGC4,AY422079,40068449,HGNC:20449,Humans,9606
BE0002314,Protein-arginine deiminase type-1,PADI1,Q9ULC6,AB033768,6116899,HGNC:18367,Humans,9606
BE0002315,Protein-arginine deiminase type-3,PADI3,Q9ULW8,AB026831,6172379,HGNC:18337,Humans,9606
BE0002316,Protein-arginine deiminase type-2,PADI2,Q9Y2J8,AB030176,5572747,HGNC:18341,Humans,9606
BE0002317,"Threonine--tRNA ligase, mitochondrial",TARS2,Q9BW92,AK222814,62897187,HGNC:30740,Humans,9606
BE0002318,"Alanine--tRNA ligase, mitochondrial",AARS2,Q5JTZ9,AB033096,6331226,HGNC:21022,Humans,9606
BE0002319,Short-chain dehydrogenase/reductase 3,DHRS3,O75911,AF061741,3450828,HGNC:17693,Humans,9606
BE0002320,"All-trans-retinol 13,14-reductase",RETSAT,Q6NUM9,AY358568,37182258,HGNC:25991,Humans,9606
BE0002321,Retinol dehydrogenase 11,RDH11,Q8TC12,AF167438,9622124,HGNC:17964,Humans,9606
BE0002322,Retinol dehydrogenase 14,RDH14,Q9HBH5,AF237952,10039619,HGNC:19979,Humans,9606
BE0002323,Retinol dehydrogenase 8,RDH8,Q9NYR8,AF229845,7527474,HGNC:14423,Humans,9606
BE0002324,Diacylglycerol kinase alpha,DGKA,P23743,X62535,30823,HGNC:2849,Humans,9606
BE0002325,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CB,P62714,X12656,35581,HGNC:9300,Humans,9606
BE0002326,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,P67775,X12646,36120,HGNC:9299,Humans,9606
BE0002327,"Lipoyl synthase, mitochondrial",LIAS,O43766,BC023635,23958222,HGNC:16429,Humans,9606
BE0002328,"Isoleucine--tRNA ligase, mitochondrial",IARS2,Q9NSE4,AC103590,,HGNC:29685,Humans,9606
BE0002329,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,Q8N0U8,AY423045,40217985,HGNC:21492,Humans,9606
BE0002330,"Proline dehydrogenase 1, mitochondrial",PRODH,O43272,U82381,2677802,HGNC:9453,Humans,9606
BE0002331,Peptidyl-prolyl cis-trans isomerase H,PPIH,O43447,AF016371,2708309,HGNC:14651,Humans,9606
BE0002332,Peptidyl-prolyl cis-trans isomerase B,PPIB,P23284,M60857,181335,HGNC:9255,Humans,9606
BE0002333,Peptidyl-prolyl cis-trans isomerase C,PPIC,P45877,S71018,547304,HGNC:9256,Humans,9606
BE0002334,Peptidyl-prolyl cis-trans isomerase G,PPIG,Q13427,U40763,1117968,HGNC:14650,Humans,9606
BE0002335,Pyrroline-5-carboxylate reductase,P5CR2,Q4W8W1,AF151351,4960118,,Humans,9606
BE0002336,"Probable proline--tRNA ligase, mitochondrial",PARS2,Q7L3T8,BC007956,39644604,HGNC:30563,Humans,9606
BE0002337,Trans-L-3-hydroxyproline dehydratase,L3HYPDH,Q96EM0,BC012131,15082426,HGNC:20488,Humans,9606
BE0002338,"Probable asparagine--tRNA ligase, mitochondrial",NARS2,Q96I59,BC007800,39644781,HGNC:26274,Humans,9606
BE0002340,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,O75899,AJ012188,3776098,HGNC:4507,Humans,9606
BE0002341,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,P36544,X70297,496607,HGNC:1960,Humans,9606
BE0002342,Metabotropic glutamate receptor 3,GRM3,Q14832,X77748,1171564,HGNC:4595,Humans,9606
BE0002343,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,Q9UGM1,AJ243342,6688136,HGNC:14079,Humans,9606
BE0002344,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,P18505,X14767,31635,HGNC:4081,Humans,9606
BE0002345,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,P28472,M82919,182925,HGNC:4083,Humans,9606
BE0002346,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,P47870,S67368,455946,HGNC:4082,Humans,9606
BE0002347,Proteasome subunit beta type-1,PSMB1,P20618,D00761,220026,HGNC:9537,Humans,9606
BE0002348,Proteasome subunit beta type-5,PSMB5,P28074,D29011,558526,HGNC:9542,Humans,9606
BE0002349,Proteasome subunit beta type-2,PSMB2,P49721,D26599,565649,HGNC:9539,Humans,9606
BE0002351,Guanylate kinase,GUK1,Q16774,L76200,1196436,HGNC:4693,Humans,9606
BE0002353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,Q08493,Z46632,727223,HGNC:8782,Humans,9606
BE0002354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,Q08289,S60415,300417,HGNC:1402,Humans,9606
BE0002355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,Q13698,U30707,1698403,HGNC:1397,Humans,9606
BE0002356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,O00305,U95020,2058727,HGNC:1404,Humans,9606
BE0002357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,O60840,AJ006216,3183953,HGNC:1393,Humans,9606
BE0002358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,P54284,X76555,435135,HGNC:1403,Humans,9606
BE0002359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,Q01668,M76558,179764,HGNC:1391,Humans,9606
BE0002362,Cytochrome P450 3A5,CYP3A5,P20815,J04813,181346,HGNC:2638,Humans,9606
BE0002363,Cytochrome P450 2D6,CYP2D6,P10635,M20403,181350,HGNC:2625,Humans,9606
BE0002364,NADPH--cytochrome P450 reductase,POR,P16435,S90469,247307,HGNC:9208,Humans,9606
BE0002365,Histone deacetylase 1,HDAC1,Q13547,U50079,1277084,HGNC:4852,Humans,9606
BE0002366,Histone deacetylase 2,HDAC2,Q92769,U31814,1667394,HGNC:4853,Humans,9606
BE0002367,Histone deacetylase 3,HDAC3,O15379,U66914,2326173,HGNC:4854,Humans,9606
BE0002368,Histone deacetylase 6,HDAC6,Q9UBN7,AF132609,4754911,HGNC:14064,Humans,9606
BE0002369,ATP-binding cassette sub-family B member 5,ABCB5,Q2M3G0,AY090613,,HGNC:46,Humans,9606
BE0002370,Calcitonin gene-related peptide 2,CALCB,P10092,BC092468,,HGNC:1438,Humans,9606
BE0002371,Neuromedin-K receptor,TACR3,P29371,M89473,,HGNC:11528,Humans,9606
BE0002372,Protein farnesyltransferase subunit beta,FNTB,P49356,L00635,,HGNC:3785,Humans,9606
BE0002373,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,P49354,L10413,,HGNC:3782,Humans,9606
BE0002374,Hypoxia-inducible factor 1-alpha,HIF1A,Q16665,U22431,,HGNC:4910,Humans,9606
BE0002375,Prostaglandin E2 receptor EP3 subtype,PTGER3,P43115,S69200,,HGNC:9595,Humans,9606
BE0002376,Chloride channel protein ClC-Ka,CLCNKA,P51800,Z30643,,HGNC:2026,Humans,9606
BE0002378,Nociceptin receptor,OPRL1,P41146,X77130,,HGNC:8155,Humans,9606
BE0002379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,P42336,Z29090,,HGNC:8975,Humans,9606
BE0002382,Arachidonate 5-lipoxygenase-activating protein,ALOX5AP,P20292,X52195,,HGNC:436,Humans,9606
BE0002383,Phosphatidylinositol 3-kinase regulatory subunit beta,PIK3R2,O00459,X80907,,HGNC:8980,Humans,9606
BE0002384,Phosphatidylinositol 3-kinase regulatory subunit gamma,PIK3R3,Q92569,D88532,,HGNC:8981,Humans,9606
BE0002385,DNA-dependent protein kinase catalytic subunit,PRKDC,P78527,U47077,,HGNC:9413,Humans,9606
BE0002386,Serine/threonine-protein kinase mTOR,MTOR,P42345,L34075,,HGNC:3942,Humans,9606
BE0002387,Nuclear factor NF-kappa-B p100 subunit,NFKB2,Q00653,X61498,,HGNC:7795,Humans,9606
BE0002389,Rhesus blood group D antigen,RHD,A6PZ59,AM491130,150246790,,Humans,9606
BE0002390,Superoxide dismutase [Cu-Zn],SOD1,P00441,L44139,,HGNC:11179,Humans,9606
BE0002394,NF-kappa-B essential modulator,IKBKG,Q9Y6K9,AF062089,,HGNC:5961,Humans,9606
BE0002396,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,Q9NY47,AJ251368,,HGNC:1400,Humans,9606
BE0002397,Furin,FURIN,P09958,X17094,,HGNC:8568,Humans,9606
BE0002398,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,O43525,AF071491,,HGNC:6297,Humans,9606
BE0002399,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,P56696,AF105202,,HGNC:6298,Humans,9606
BE0002400,Potassium voltage-gated channel subfamily KQT member 5,KCNQ5,Q9NR82,AF249278,,HGNC:6299,Humans,9606
BE0002401,P2Y purinoceptor 2,P2RY2,P41231,U07225,,HGNC:8541,Humans,9606
BE0002402,40S ribosomal protein SA,RPSA,P08865,J03799,,HGNC:6502,Humans,9606
BE0002404,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,O14672,AF009615,,HGNC:188,Humans,9606
BE0002406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,O00329,Y10055,,HGNC:8977,Humans,9606
BE0002407,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PIK3CB,P42338,S67334,,HGNC:8976,Humans,9606
BE0002408,Tyrosine-protein kinase JAK2,JAK2,O60674,AF058925,,HGNC:6192,Humans,9606
BE0002409,Platelet-activating factor acetylhydrolase,PLA2G7,Q13093,U20157,,HGNC:9040,Humans,9606
BE0002410,Probable G-protein coupled receptor 110,ADGRF1,Q5T601,AB045123,,HGNC:18990,Humans,9606
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,P07949,X12949,,HGNC:9967,Humans,9606
BE0002412,DNA repair protein RAD51 homolog 1,RAD51,Q06609,D13804,,HGNC:9817,Humans,9606
BE0002413,Nicotinamide phosphoribosyltransferase,NAMPT,P43490,U02020,,HGNC:30092,Humans,9606
BE0002414,DNA-(apurinic or apyrimidinic site) lyase,APEX1,P27695,X66133,,HGNC:587,Humans,9606
BE0002416,"HLA class II histocompatibility antigen, DRB1-1 beta chain",HLA-DRB1,P04229,M11161,,HGNC:4948,Humans,9606
BE0002417,Protein kinase C delta type,PRKCD,Q05655,L07860,,HGNC:9399,Humans,9606
BE0002418,Neuropeptide Y receptor type 4,NPY4R,P50391,U35232,,HGNC:9329,Humans,9606
BE0002419,Neuropeptide Y receptor type 2,NPY2R,P49146,U36269,,HGNC:7957,Humans,9606
BE0002420,Interleukin-4 receptor subunit alpha,IL4R,P24394,X52425,,HGNC:6015,Humans,9606
BE0002421,Interleukin-13 receptor subunit alpha-2,IL13RA2,Q14627,X95302,,HGNC:5975,Humans,9606
BE0002422,Alpha-galactosidase A,GLA,P06280,X05790,,HGNC:4296,Humans,9606
BE0002423,NADPH oxidase organizer 1,NOXO1,Q8NFA2,AF539796,25573148,HGNC:19404,Humans,9606
BE0002425,DNA topoisomerase 2-beta,TOP2B,Q02880,X68060,,HGNC:11990,Humans,9606
BE0002426,Atrial natriuretic peptide receptor 3,NPR3,P17342,X52282,,HGNC:7945,Humans,9606
BE0002431,"Fructose-1,6-bisphosphatase 1",FBP1,P09467,L10320,,HGNC:3606,Humans,9606
BE0002432,Sphingosine 1-phosphate receptor 5,S1PR5,Q9H228,AF331840,,HGNC:14299,Humans,9606
BE0002433,Cytochrome P450 1A2,CYP1A2,P05177,Z00036,,HGNC:2596,Humans,9606
BE0002434,Ecto-NOX disulfide-thiol exchanger 2,ENOX2,Q16206,AF207881,,HGNC:2259,Humans,9606
BE0002436,Histamine N-methyltransferase,HNMT,P50135,D16224,,HGNC:5028,Humans,9606
BE0002437,Carbonic anhydrase 9,CA9,Q16790,X66839,,HGNC:1383,Humans,9606
BE0002438,Interleukin-13,IL13,P35225,X69079,,HGNC:5973,Humans,9606
BE0002439,Mucin-16,MUC16,Q8WXI7,AF414442,,HGNC:15582,Humans,9606
BE0002440,Plasma kallikrein,KLKB1,P03952,M13143,,HGNC:6371,Humans,9606
BE0002441,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,Q15842,D50312,,HGNC:6269,Humans,9606
BE0002442,Toll-like receptor 4,TLR4,O00206,U93091,,HGNC:11850,Humans,9606
BE0002443,Cytidine deaminase,CDA,P32320,L27943,,HGNC:1712,Humans,9606
BE0002444,Squalene synthase,FDFT1,P37268,L06070,,HGNC:3629,Humans,9606
BE0002446,Epithelial cell adhesion molecule,EPCAM,P16422,M32325,,HGNC:11529,Humans,9606
BE0002447,Melanocyte-stimulating hormone receptor,MC1R,Q01726,X65634,,HGNC:6929,Humans,9606
BE0002449,Telomerase reverse transcriptase,TERT,O14746,AF015950,,HGNC:11730,Humans,9606
BE0002450,Ribonucleoside-diphosphate reductase subunit M2,RRM2,P31350,X59618,,HGNC:10452,Humans,9606
BE0002451,Neuropeptide Y receptor type 1,NPY1R,P25929,M88461,,HGNC:7956,Humans,9606
BE0002452,Neuropeptide Y receptor type 5,NPY5R,Q15761,U56079,,HGNC:7958,Humans,9606
BE0002453,Ephrin type-B receptor 4,EPHB4,P54760,U07695,,HGNC:3395,Humans,9606
BE0002455,Glioma pathogenesis-related protein 1,GLIPR1,P48060,U16307,,HGNC:17001,Humans,9606
BE0002456,Uridine phosphorylase 1,UPP1,Q16831,X90858,,HGNC:12576,Humans,9606
BE0002458,Plasma protease C1 inhibitor,SERPING1,P05155,X54486,,HGNC:1228,Humans,9606
BE0002459,"Keratin, type II cytoskeletal 7",KRT7,P08729,AJ238246,,HGNC:6445,Humans,9606
BE0002460,E3 ubiquitin-protein ligase UBR4,UBR4,Q5T4S7,AF348492,,HGNC:30313,Humans,9606
BE0002461,NAD-dependent protein deacetylase sirtuin-1,SIRT1,Q96EB6,AF083106,,HGNC:14929,Humans,9606
BE0002463,C-C chemokine receptor type 9,CCR9,P51686,AJ132337,,HGNC:1610,Humans,9606
BE0002467,Protein disulfide-isomerase,P4HB,P07237,X05130,,HGNC:8548,Humans,9606
BE0002468,Voltage-dependent anion-selective channel protein 1,VDAC1,P21796,L06132,,HGNC:12669,Humans,9606
BE0002469,Voltage-dependent anion-selective channel protein 2,VDAC2,P45880,L08666,,HGNC:12672,Humans,9606
BE0002470,Voltage-dependent anion-selective channel protein 3,VDAC3,Q9Y277,U90943,,HGNC:12674,Humans,9606
BE0002471,C-C motif chemokine 3,CCL3,P10147,D00044,,HGNC:10627,Humans,9606
BE0002476,Oxidoreductase HTATIP2,HTATIP2,Q9BUP3,U69161,,HGNC:16637,Humans,9606
BE0002478,Telomerase-binding protein EST1A,SMG6,Q86US8,AY145883,,HGNC:17809,Humans,9606
BE0002479,N-terminal kinase-like protein,SCYL1,Q96KG9,AB051427,,HGNC:14372,Humans,9606
BE0002480,Prostaglandin E synthase 3,PTGES3,Q15185,L24804,,HGNC:16049,Humans,9606
BE0002481,Granulocyte-macrophage colony-stimulating factor,CSF2,P04141,M13207,,HGNC:2434,Humans,9606
BE0002482,GM-CSF receptor alpha subunit,CSF2RA,Q16498,S48539,,,Humans,9606
BE0002484,Interleukin-10,IL10,P22301,M57627,,HGNC:5962,Humans,9606
BE0002486,Glial cell line-derived neurotrophic factor,GDNF,P39905,L19063,,HGNC:4232,Humans,9606
BE0002501,Probable ATP-dependent RNA helicase DDX6,DDX6,P26196,BC065007,,HGNC:2747,Humans,9606
BE0002503,Hypoxia-inducible factor 1-alpha inhibitor,HIF1AN,Q9NWT6,AF395830,,HGNC:17113,Humans,9606
BE0002513,Wiskott-Aldrich syndrome protein,WAS,P42768,U12707,,HGNC:12731,Humans,9606
BE0002517,tRNA (cytosine(38)-C(5))-methyltransferase,TRDMT1,O14717,AF012128,,HGNC:2977,Humans,9606
BE0002524,Histone-lysine N-methyltransferase SETD7,SETD7,Q8WTS6,AF448510,,HGNC:30412,Humans,9606
BE0002559,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1,P52848,U18918,,HGNC:7680,Humans,9606
BE0002561,Sulfotransferase family cytosolic 1B member 1,SULT1B1,O43704,D89479,,HGNC:17845,Humans,9606
BE0002624,C-terminal-binding protein 1,CTBP1,Q13363,U37408,,HGNC:2494,Humans,9606
BE0002638,Cytochrome P450 3A4,CYP3A4,P08684,M18907,,HGNC:2637,Humans,9606
BE0002639,Pancreatic alpha-amylase,AMY2A,P04746,M18785,,HGNC:477,Humans,9606
BE0002641,Peripheral plasma membrane protein CASK,CASK,O14936,AF032119,,HGNC:1497,Humans,9606
BE0002652,Gephyrin,GPHN,Q9NQX3,AF272663,,HGNC:15465,Humans,9606
BE0002654,Cytohesin-2,CYTH2,Q99418,X99753,,HGNC:9502,Humans,9606
BE0002683,Histone acetyltransferase KAT2B,KAT2B,Q92831,U57317,,HGNC:8638,Humans,9606
BE0002705,Liver carboxylesterase 1,CES1,P23141,M73499,,HGNC:1863,Humans,9606
BE0002708,U1 small nuclear ribonucleoprotein A,SNRPA,P09012,M60784,,HGNC:11151,Humans,9606
BE0002723,Growth/differentiation factor 5,GDF5,P43026,X80915,,HGNC:4220,Humans,9606
BE0002769,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial",CLPP,Q16740,Z50853,,HGNC:2084,Humans,9606
BE0002789,Protein S100-A11,S100A11,P31949,D38583,,HGNC:10488,Humans,9606
BE0002790,Mitogen-activated protein kinase 12,MAPK12,P53778,X79483,,HGNC:6874,Humans,9606
BE0002791,Peroxisomal trans-2-enoyl-CoA reductase,PECR,Q9BY49,AJ250303,,HGNC:18281,Humans,9606
BE0002793,Cytochrome P450 2C9,CYP2C9,P11712,AY341248,,HGNC:2623,Humans,9606
BE0002804,Deoxycytidine kinase,DCK,P27707,M60527,,HGNC:2704,Humans,9606
BE0002815,Ig gamma-1 chain C region,IGHG1,P01857,,,HGNC:5525,Humans,9606
BE0002833,Copper transport protein ATOX1,ATOX1,O00244,U70660,,HGNC:798,Humans,9606
BE0002840,Estradiol 17-beta-dehydrogenase 11,HSD17B11,Q8NBQ5,AF126780,,HGNC:22960,Humans,9606
BE0002842,Zinc finger Y-chromosomal protein,ZFY,P08048,L10393,,HGNC:12870,Humans,9606
BE0002851,Mismatch repair endonuclease PMS2,PMS2,P54278,U13696,,HGNC:9122,Humans,9606
BE0002854,Beta-2-glycoprotein 1,APOH,P02749,X53595,,HGNC:616,Humans,9606
BE0002857,Zinc-alpha-2-glycoprotein,AZGP1,P25311,D90427,,HGNC:910,Humans,9606
BE0002859,Interleukin-6 receptor subunit alpha,IL6R,P08887,X12830,,HGNC:6019,Humans,9606
BE0002887,Cytochrome P450 2C8,CYP2C8,P10632,M17397,,HGNC:2622,Humans,9606
BE0002927,"Sulfite oxidase, mitochondrial",SUOX,P51687,L31573,,HGNC:11460,Humans,9606
BE0002941,C-C motif chemokine 8,CCL8,P80075,Y10802,,HGNC:10635,Humans,9606
BE0002950,Protein S100-A6,S100A6,P06703,M14300,,HGNC:10496,Humans,9606
BE0003011,Dehydrogenase/reductase SDR family member 11,DHRS11,Q6UWP2,AY358712,,HGNC:28639,Humans,9606
BE0003043,Phosphopantothenoylcysteine decarboxylase,PPCDC,Q96CD2,AY358848,,HGNC:28107,Humans,9606
BE0003074,Carbonyl reductase [NADPH] 1,CBR1,P16152,J04056,,HGNC:1548,Humans,9606
BE0003077,Peptidoglycan recognition protein 3,PGLYRP3,Q96LB9,AY035376,,HGNC:30014,Humans,9606
BE0003090,Focal adhesion kinase 1,PTK2,Q05397,L13616,,HGNC:9611,Humans,9606
BE0003094,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPSS1,O43252,Y10387,,HGNC:8603,Humans,9606
BE0003106,Nucleoside diphosphate kinase A,NME1,P15531,X75598,,HGNC:7849,Humans,9606
BE0003115,Kinesin-like protein KIF1A,KIF1A,Q12756,X90840,,HGNC:888,Humans,9606
BE0003119,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,Q16698,L26050,,HGNC:2753,Humans,9606
BE0003134,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,O76083,AF048837,,HGNC:8795,Humans,9606
BE0003142,Golgi-associated plant pathogenesis-related protein 1,GLIPR2,Q9H4G4,AJ011129,,HGNC:18007,Humans,9606
BE0003148,Placenta growth factor,PGF,P49763,BC007255,,HGNC:8893,Humans,9606
BE0003160,Serine/threonine-protein phosphatase 5,PPP5C,P53041,X89416,,HGNC:9322,Humans,9606
BE0003175,Endonuclease 8-like 1,NEIL1,Q96FI4,AB079068,,HGNC:18448,Humans,9606
BE0003179,Hepatocyte nuclear factor 4-gamma,HNF4G,Q14541,Z49826,,HGNC:5026,Humans,9606
BE0003181,Trafficking protein particle complex subunit 3,TRAPPC3,O43617,AJ224335,,HGNC:19942,Humans,9606
BE0003191,Lethal(3)malignant brain tumor-like protein 1,L3MBTL1,Q9Y468,U89358,,HGNC:15905,Humans,9606
BE0003195,Arylsulfatase A,ARSA,P15289,X52151,,HGNC:713,Humans,9606
BE0003196,Calcium-activated potassium channel subunit beta-2,KCNMB2,Q9Y691,AF099137,,HGNC:6286,Humans,9606
BE0003199,Pituitary adenylate cyclase-activating polypeptide,ADCYAP1,P18509,S83513,,HGNC:241,Humans,9606
BE0003200,Sialidase-2,NEU2,Q9Y3R4,Y16535,,HGNC:7759,Humans,9606
BE0003201,Annexin A3,ANXA3,P12429,M20560,,HGNC:541,Humans,9606
BE0003223,Anthrax toxin receptor 2,ANTXR2,P58335,AY233452,,HGNC:21732,Humans,9606
BE0003247,Galectin-2,LGALS2,P05162,M87860,,HGNC:6562,Humans,9606
BE0003257,Carboxypeptidase B,CPB1,P15086,M81057,,HGNC:2299,Humans,9606
BE0003262,Pleckstrin homology domain-containing family A member 1,PLEKHA1,Q9HB21,AF286160,,HGNC:14335,Humans,9606
BE0003266,Complement component C8 gamma chain,C8G,P07360,M17263,,HGNC:1354,Humans,9606
BE0003277,ADP-ribosylation factor 4,ARF4,P18085,M36341,,HGNC:655,Humans,9606
BE0003278,"GDP-mannose 4,6 dehydratase",GMDS,O60547,AF042377,,HGNC:4369,Humans,9606
BE0003281,Nucleoside diphosphate kinase B,NME2,P22392,X58965,,HGNC:7850,Humans,9606
BE0003284,ADP-ribosylation factor-like protein 5A,ARL5A,Q9Y689,AF087889,,HGNC:696,Humans,9606
BE0003295,Galactokinase,GALK1,P51570,U26401,,HGNC:4118,Humans,9606
BE0003298,Integrin beta-4,ITGB4,P16144,X52186,,HGNC:6158,Humans,9606
BE0003309,Parathyroid hormone,PTH,P01270,V00597,,HGNC:9606,Humans,9606
BE0003316,Axin-1,AXIN1,O15169,AE006463,,HGNC:903,Humans,9606
BE0003317,Ribonuclease pancreatic,RNASE1,P07998,D26129,,HGNC:10044,Humans,9606
