StringDB_Gene_Name	AlphaFold_Uniprot_Id	Uniprot_Protein_Length
H2BE1	A0A2R8Y619	122
H2BC9	Q93079	126
H2BC8	P62807	126
H2BC7	P62807	126
H2BC6	P62807	126
H2BC5	P58876	126
H2BC4	P62807	126
H2BC3	P33778	126
H2BC21	Q16778	126
H2BC18	Q5QNW6	126
H2BC17	P23527	126
H2BC15	Q99877	126
H2BC14	Q99879	126
H2BC13	Q99880	126
H2BC12	O60814	126
H2BC12	P57053	126
H2BC11	P06899	126
H2BC10	P62807	126
H2BC1	Q6DRA6	164
H2BC1	Q96A08	127
H2BC1	P06899	126
H2BC1	O60814	126
H2BC1	Q5QNW6	126
H2BC1	Q99879	126
H2BC1	Q99877	126
H2BC1	Q99880	126
H2BC1	P57053	126
H2BC1	P62807	126
H2BC1	P23527	126
H2AZ2	Q71UI9	128
H2AZ1	P0C0S5	128
H2AX	P16104	143
H2AW	Q7L7L0	130
H2AP	O75409	117
H2AL1RP	A0A3B3IU63	148
H2AJ	Q9BTM1	129
H2AJ	Q99878	128
H2AC8	P04908	130
H2AC7	P20671	130
H2AC6	Q93077	130
H2AC4	P04908	130
H2AC21	Q8IUE6	130
H2AC20	Q16777	129
H2AC19	Q6FI13	130
H2AC18	Q6FI13	130
H2AC17	P0C0S8	130
H2AC16	P0C0S8	130
H2AC15	P0C0S8	130
H2AC14	Q99878	128
H2AC13	P0C0S8	130
H2AC12	Q96KK5	128
H2AC11	P0C0S8	130
H2AC1	Q96QV6	131
H2AC1	Q6FI13	130
H2AC1	P0C0S8	130
H2AC1	Q99878	128
H2AC1	Q96KK5	128
H2AB3	P0C5Z0	115
H2AB2	P0C5Z0	115
H2AB1	P0C5Y9	115
H1-8	Q8IZA3	346
H1-7	Q75WM6	255
H1-6	P22492	207
H1-5	P16401	226
H1-4	P10412	219
H1-3	P16402	221
H1-2	P16403	213
H1-10	Q92522	213
H1-10	Q4G0G2	97
H1-1	Q02539	215
H1-1	Q92522	213
H1-1	Q4G0G2	97
H1-0	P07305	194
GZMM	P51124	257
GZMK	P49863	264
GZMH	P20718	246
GZMB	P10144	247
GZMA	P12544	262
GZF1	Q9H116	711
GYS2	P54840	703
GYS1	P13807	737
GYPE	P15421	78
GYPC	P04921	128
GYPB	P06028	91
GYPA	P02724	150
GYG2	O15488	501
GYG1	P46976	350
GXYLT2	A0PJZ3	443
GXYLT1	Q4G148	440
GVQW2	A0A096LPI5	108
GUSB	P08236	651
GUSB	Q6P575	273
GUSB	Q15486	140
GULP1	Q9UBP9	304
GUK1	Q16774	197
GUF1	Q8N442	669
GUCY2F	P51841	1108
GUCY2D	Q02846	1103
GUCY2C	P25092	1073
GUCY1B1	Q02153	619
GUCY1A2	P33402	732
GUCY1A1	Q02108	690
GUCD1	Q96NT3	240
GUCA2B	Q16661	112
GUCA2A	Q02747	115
GUCA1C	O95843	209
GUCA1B	Q9UMX6	200
GUCA1A	P43080	201
GUCA1A	X6R8D5	127
GTSF1L	Q9H1H1	148
GTSF1	Q8WW33	167
GTSF1	Q9H1H1	148
GTSE1	Q9NYZ3	739
GTPBP8	Q8N3Z3	284
GTPBP6	O43824	516
GTPBP4	Q9BZE4	634
GTPBP3	Q969Y2	492
GTPBP2	Q9BX10	602
GTPBP10	A4D1E9	387
GTPBP1	Q9UPW5	1226
GTPBP1	O00178	669
GTPBP1	A4D1E9	387
GTF3C6	Q969F1	213
GTF3C5	Q9Y5Q8	519
GTF3C4	Q9UKN8	822
GTF3C3	Q9Y5Q9	886
GTF3C2	Q8WUA4	911
GTF3C1	Q12789	2109
GTF3A	Q92664	365
GTF2IRD2B	Q6EKJ0	949
GTF2IRD2	Q6EKJ0	949
GTF2IRD2	Q86UP8	949
GTF2IRD1	Q9UHL9	959
GTF2I	P78347	998
GTF2I	Q9UHL9	959
GTF2I	Q6EKJ0	949
GTF2I	Q86UP8	949
GTF2H5	Q6ZYL4	71
GTF2H4	Q92759	462
GTF2H3	Q13889	308
GTF2H2C	Q6P1K8	395
GTF2H2	Q13888	395
GTF2H2	Q6P1K8	395
GTF2H1	P32780	548
GTF2F2	P13984	249
GTF2F1	P35269	517
GTF2E2	P29084	291
GTF2E1	P29083	439
GTF2B	Q00403	316
GTF2A2	P52657	109
GTF2A1L	Q9UNN4	478
GTF2A1	Q9UNN4	478
GTF2A1	P52655	376
GTDC1	Q4AE62	458
GSX2	Q9BZM3	304
GSX1	Q9H4S2	264
GSTZ1	O43708	216
GSTT4	A0A1W2PR19	241
GSTT2B	P0CG30	244
GSTP1	P09211	210
GSTO2	Q9H4Y5	243
GSTO1	P78417	241
GSTM5	P46439	218
GSTM4	Q03013	218
GSTM3	P21266	225
GSTM2	P28161	218
GSTM1	P09488	218
GSTK1	Q9Y2Q3	226
GSTCD	Q8NEC7	633
GSTA5	Q7RTV2	222
GSTA4	O15217	222
GSTA3	Q16772	222
GSTA2	P09210	222
GSTA1	P08263	222
GSS	P48637	474
GSR	P00390	522
GSR	O15492	202
GSPT2	Q8IYD1	628
GSPT1	P15170	499
GSN	P06396	782
GSN	Q68CP4	663
GSN	Q5TDP6	509
GSN	Q9NRJ2	163
GSKIP	Q9P0R6	139
GSK3B	P49841	420
GSK3A	P49840	483
GSG1L2	A8MUP6	293
GSG1L	Q6UXU4	331
GSG1L	A8MUP6	293
GSG1	Q2KHT4	349
GSG1	Q6UXU4	331
GSG1	A8MUP6	293
GSE1	Q14687	1217
GSDME	O60443	496
GSDMD	P57764	484
GSDMC	Q9BYG8	508
GSDMB	Q8TAX9	416
GSDMA	Q96QA5	445
GSC2	O15499	205
GSC	P56915	257
GSC	O15499	205
GSAP	A4D1B5	854
GRXCR2	A6NFK2	248
GRXCR1	A8MXD5	290
GRWD1	Q9BQ67	446
GRTP1	Q5TC63	336
GRSF1	Q12849	480
GRPR	Q16602	461
GRPR	P30550	384
GRPEL2	Q8TAA5	225
GRPEL1	Q9HAV7	217
GRP	Q9Y4L1	999
GRP	P14625	803
GRP	O95267	797
GRP	Q8IV61	690
GRP	P38646	679
GRP	Q8TDF6	673
GRP	P11021	654
GRP	Q7LDG7	609
GRP	Q96PD5	576
GRP	P30101	505
GRP	O75907	488
GRP	Q16602	461
GRP	O43739	400
GRP	Q58FF3	399
GRP	P30550	384
GRP	Q96LB8	373
GRP	Q9NQR9	355
GRP	Q9BUM1	346
GRP	Q96LB9	341
GRP	Q8TAA5	225
GRP	Q9HAV7	217
GRP	O75594	196
GRP	Q3ZCW2	172
GRP	P07492	148
GRP	O00253	132
GRP	Q96QR1	104
GRP	Q96PL1	93
GRN	O00468	2068
GRN	Q63HQ2	1017
GRN	P28799	593
GRN	O60291	552
GRN	Q9NPE2	291
GRM8	O00222	908
GRM7	Q14831	915
GRM6	O15303	877
GRM5	P41594	1212
GRM4	Q14833	912
GRM3	Q14832	879
GRM2	Q14416	872
GRM1	Q13255	1194
GRK7	Q8WTQ7	553
GRK6	P43250	576
GRK5	P34947	590
GRK4	P32298	578
GRK3	P35626	688
GRK2	P25098	689
GRK1	Q15835	563
GRIPAP1	Q4V328	841
GRIP2	Q9C0E4	1043
GRIP1	Q68CZ1	1315
GRIP1	Q96KN7	1286
GRIP1	Q9Y3R0	1128
GRIP1	Q96DT0	336
GRINA	Q7Z429	371
GRIN3B	O60391	1043
GRIN3A	Q8TCU5	1115
GRIN2D	O15399	1336
GRIN2C	Q14957	1233
GRIN2B	Q13224	1484
GRIN2A	Q12879	1464
GRIN1	Q05586	938
GRIK5	Q16478	980
GRIK4	Q16099	956
GRIK3	Q13003	919
GRIK2	Q16478	980
GRIK2	Q13002	908
GRIK1	P39086	918
GRIFIN	A4D1Z8	144
GRID2IP	A4D2P6	1211
GRID2	A4D2P6	1211
GRID2	O43424	1007
GRID1	Q9ULK0	1009
GRIA4	P48058	902
GRIA3	P42263	894
GRIA2	P42262	883
GRIA1	P42261	906
GRHPR	Q9UBQ7	328
GRHL3	Q8TE85	626
GRHL2	Q6ISB3	625
GRHL1	Q9NZI5	618
GREM2	Q9H772	168
GREM1	O60565	184
GREB1L	Q9C091	1923
GREB1	Q4ZG55	1949
GREB1	Q9C091	1923
GRB7	Q14451	532
GRB2	O60241	1585
GRB2	O75791	330
GRB2	P62993	217
GRB14	Q14449	540
GRB10	Q13322	594
GRASP	Q9BQQ3	440
GRASP	Q7Z6J2	395
GRAPL	Q8TC17	118
GRAP2	O75791	330
GRAP	O75791	330
GRAP	Q13588	217
GRAP	Q8TC17	118
GRAMD4	Q6IC98	578
GRAMD2B	Q96HH9	432
GRAMD2A	Q8IUY3	354
GRAMD1C	Q8IYS0	662
GRAMD1B	Q3KR37	738
GRAMD1A	Q96CP6	724
GPX8	Q8TED1	209
GPX7	Q96SL4	187
GPX6	Q96SL4	187
GPX6	A3KN74	72
GPX5	O75715	221
GPT2	Q8TD30	523
GPT2	O15123	496
GPT	Q8TD30	523
GPT	Q9Y264	503
GPT	Q15389	498
GPT	O15123	496
GPT	P24298	496
GPT	Q9UKU9	493
GPT	O95841	491
GPT	Q8NI99	470
GPT	Q9Y5C1	460
GPT	Q9BY76	406
GPT	Q86XS5	388
GPT	O43827	346
GPT	Q6UXH0	198
GPSM3	Q9Y4H4	160
GPSM2	P81274	684
GPSM1	Q86YR5	675
GPS2	Q86X27	583
GPS2	Q13227	327
GPS1	Q5JS13	557
GPS1	Q13098	491
GPS1	O95749	300
GPRIN3	Q6ZVF9	776
GPRIN2	O60269	458
GPRIN1	Q7Z2K8	1008
GPRC6A	Q5T6X5	926
GPRC5D	Q9NZD1	345
GPRC5C	Q9NQ84	441
GPRC5B	Q9NZH0	403
GPRC5A	Q8NFJ5	357
GPRASP2	Q96D09	838
GPRASP1	Q5JY77	1395
GPR89B	P0CG08	455
GPR89A	B7ZAQ6	455
GPR88	Q9GZN0	384
GPR87	Q9BY21	358
GPR85	P60893	370
GPR84	Q9NQS5	396
GPR83	Q9NYM4	423
GPR82	Q96P67	336
GPR78	Q96P69	363
GPR75	O95800	540
GPR68	Q15743	365
GPR65	Q8IYL9	337
GPR63	Q9BZJ6	419
GPR62	Q9BZJ7	368
GPR61	Q9BZJ8	451
GPR6	Q8IZP9	1017
GPR6	O75473	907
GPR6	Q9BZJ8	451
GPR6	Q9NS86	450
GPR6	Q9HB89	426
GPR6	Q9BZJ6	419
GPR6	O43813	399
GPR6	Q9BZJ7	368
GPR6	Q15743	365
GPR6	P46095	362
GPR6	Q8IYL9	337
GPR6	P59535	323
GPR55	Q9Y2T6	319
GPR52	Q9Y2T5	361
GPR50	Q13585	617
GPR45	Q9Y5Y3	372
GPR42	O15529	346
GPR4	Q9BXB1	951
GPR4	O75473	907
GPR4	Q9Y5Y4	395
GPR4	Q9Y5Y3	372
GPR4	P46093	362
GPR4	O14843	346
GPR4	O15529	346
GPR4	O15552	330
GPR4	O14842	300
GPR39	O43194	453
GPR37L1	O60883	481
GPR37	O15354	613
GPR37	O60883	481
GPR35	Q9HC97	309
GPR34	Q9UPC5	381
GPR33	Q49SQ1	333
GPR32	O75388	356
GPR32	Q8NGA4	272
GPR31	O00270	319
GPR3	O15354	613
GPR3	O60883	481
GPR3	O43194	453
GPR3	O43193	412
GPR3	Q9UPC5	381
GPR3	Q99527	375
GPR3	O75388	356
GPR3	Q49SQ1	333
GPR3	P46089	330
GPR3	O00270	319
GPR3	Q9HC97	309
GPR3	Q8NGA4	272
GPR27	Q9NS67	375
GPR26	Q8NDV2	337
GPR25	O00155	361
GPR22	Q99680	433
GPR21	Q99679	349
GPR20	Q99678	358
GPR19	Q15760	415
GPR183	P32249	361
GPR182	O15218	404
GPR180	Q86V85	440
GPR18	Q86V85	440
GPR18	O15218	404
GPR18	P32249	361
GPR18	Q14330	331
GPR179	Q6PRD1	2367
GPR176	Q14439	515
GPR174	Q9BXC1	333
GPR173	Q9NS66	373
GPR171	O14626	319
GPR17	Q6PRD1	2367
GPR17	Q5T9L3	541
GPR17	Q14439	515
GPR17	Q9P2C4	475
GPR17	Q9NWF4	448
GPR17	Q9HAB3	445
GPR17	Q8TDS5	384
GPR17	Q9NS66	373
GPR17	Q86W33	373
GPR17	Q13304	367
GPR17	Q9BXC1	333
GPR17	O14626	319
GPR162	Q16538	588
GPR161	Q8N6U8	529
GPR160	Q9UJ42	338
GPR158	Q6PRD1	2367
GPR158	Q5T848	1215
GPR157	Q5UAW9	335
GPR156	Q8NFN8	814
GPR155	Q7Z3F1	870
GPR153	Q6NV75	609
GPR152	Q8TDT2	470
GPR151	Q8TDV0	419
GPR150	Q8NGU9	434
GPR15	Q6PRD1	2367
GPR15	Q5T848	1215
GPR15	Q7Z3F1	870
GPR15	Q8NFN8	814
GPR15	Q6NV75	609
GPR15	Q8TDT2	470
GPR15	Q8NGU9	434
GPR15	Q8TDV0	419
GPR15	Q6W5P4	371
GPR15	P25106	362
GPR15	P49685	360
GPR15	Q5UAW9	335
GPR15	Q6UWK7	81
GPR149	Q86SP6	731
GPR148	Q8TDV2	347
GPR146	Q96CH1	333
GPR143	P51810	404
GPR142	Q7Z601	462
GPR141	Q7Z602	305
GPR139	Q6DWJ6	353
GPR137C	Q8N3F9	429
GPR137B	O60478	399
GPR137	Q8N3F9	429
GPR137	Q96N19	417
GPR137	O60478	399
GPR135	Q8IZ08	494
GPR132	Q9UNW8	380
GPR12	Q96PE1	1338
GPR12	Q8IWK6	1321
GPR12	Q86SQ4	1221
GPR12	Q96K78	797
GPR12	Q86SQ6	560
GPR12	Q86SQ3	457
GPR12	Q5NUL3	361
GPR12	P47775	334
GPR119	Q8TDV5	335
GPR108	Q9NPR9	543
GPR107	Q5VW38	600
GPR101	Q96P66	508
GPR1	Q8IZF6	3080
GPR1	Q6PRD1	2367
GPR1	Q8IZF2	1346
GPR1	Q96PE1	1338
GPR1	Q8IWK6	1321
GPR1	Q86SQ4	1221
GPR1	Q5T848	1215
GPR1	Q8IZF5	1079
GPR1	Q7Z7M1	963
GPR1	Q5T601	910
GPR1	Q6QNK2	874
GPR1	Q7Z3F1	870
GPR1	Q8NFN8	814
GPR1	Q96K78	797
GPR1	Q8WXD0	754
GPR1	Q86SP6	731
GPR1	Q8IZF7	708
GPR1	Q8IZF3	695
GPR1	Q6NV75	609
GPR1	Q5VW38	600
GPR1	Q16538	588
GPR1	Q86SQ6	560
GPR1	Q9NPR9	543
GPR1	Q5T9L3	541
GPR1	Q8N6U8	529
GPR1	Q8IZF4	528
GPR1	Q14439	515
GPR1	Q96P66	508
GPR1	Q8IZ08	494
GPR1	Q9P2C4	475
GPR1	Q8TDT2	470
GPR1	Q7Z601	462
GPR1	Q86SQ3	457
GPR1	Q9NWF4	448
GPR1	Q9HAB3	445
GPR1	Q86V85	440
GPR1	Q8NGU9	434
GPR1	Q96P65	431
GPR1	Q9GZQ6	430
GPR1	Q8N3F9	429
GPR1	Q8TDV0	419
GPR1	Q96N19	417
GPR1	Q15760	415
GPR1	P51810	404
GPR1	O15218	404
GPR1	O60478	399
GPR1	P55085	397
GPR1	Q9UKP6	389
GPR1	P49019	387
GPR1	Q8TDS5	384
GPR1	Q9UNW8	380
GPR1	Q8TDU9	374
GPR1	Q9NS66	373
GPR1	Q86W33	373
GPR1	Q6W5P4	371
GPR1	P49683	370
GPR1	Q13304	367
GPR1	Q8TDS4	363
GPR1	P25106	362
GPR1	Q5NUL3	361
GPR1	P32249	361
GPR1	P49685	360
GPR1	P46091	355
GPR1	P49238	355
GPR1	Q6U736	354
GPR1	Q6DWJ6	353
GPR1	Q15722	352
GPR1	Q8TDV2	347
GPR1	Q9BXC0	346
GPR1	Q96AM1	343
GPR1	Q969N4	342
GPR1	Q969V1	340
GPR1	Q15391	338
GPR1	Q9UJ42	338
GPR1	Q5UAW9	335
GPR1	Q8TDV5	335
GPR1	P47775	334
GPR1	Q96CH1	333
GPR1	Q9BXC1	333
GPR1	Q14330	331
GPR1	O14626	319
GPR1	Q8TCB6	318
GPR1	Q86SM8	312
GPR1	Q7Z602	305
GPR1	Q86SM5	289
GPR1	Q96BF3	282
GPR1	Q6UWK7	81
GPNMB	Q14956	572
GPN3	Q9UHW5	284
GPN2	Q9H9Y4	310
GPN1	Q9HCN4	374
GPM6B	Q13491	265
GPM6A	P51674	278
GPLD1	P80108	840
GPKOW	Q92917	476
GPIHBP1	Q8IV16	184
GPI	Q13201	1228
GPI	Q5H8A4	983
GPI	Q9BRB3	760
GPI	Q14444	709
GPI	P06744	558
GPI	Q0VAM2	473
GPI	Q92643	395
GPI	Q92535	297
GPI	Q9NXJ5	209
GPI	Q8IV16	184
GPI	P12273	146
GPHN	Q9NQX3	736
GPHB5	Q86YW7	130
GPHA2	Q96T91	129
GPER1	Q99527	375
GPD2	P0DJD1	1756
GPD2	P43304	727
GPD1L	Q8N335	351
GPD1	P0DJD0	1748
GPD1	Q8N335	351
GPD1	P21695	349
GPCPD1	Q9NPB8	672
GPC6	Q9Y625	555
GPC5	P78333	572
GPC4	O75487	556
GPC3	P51654	580
GPC2	Q8N158	579
GPC1	P35052	558
GPC1	Q96FX8	193
GPBP1L1	Q9HC44	474
GPBP1	Q9HC44	474
GPBP1	Q86WP2	473
GPBAR1	Q8TDU6	330
GPATCH8	Q9UKJ3	1502
GPATCH4	Q5T3I0	446
GPATCH3	Q96I76	525
GPATCH2L	Q9NWQ4	482
GPATCH2	Q9NW75	528
GPATCH2	Q9NWQ4	482
GPATCH11	Q8N954	285
GPATCH1	Q9BRR8	931
GPATCH1	O95872	356
GPATCH1	Q8N954	285
GPAT4	Q86UL3	456
GPAT4	Q9NRZ5	378
GPAT4	Q9H0P7	198
GPAT3	Q53EU6	434
GPAT3	Q9NRZ7	376
GPAT2	Q6NUI2	795
GPAT2	O15120	278
GPANK1	O95872	356
GPAM	Q9HCL2	828
GPALPP1	Q8IXQ4	340
GPAA1	O43292	621
GPA33	Q99795	319
GP9	P14770	177
GP6	Q99666	1765
GP6	Q9HCN6	339
GP5	Q99666	1765
GP5	P40197	560
GP5	Q6NXR0	463
GP2	P0DJD1	1756
GP2	Q8IX01	1082
GP2	P08514	1039
GP2	Q96C10	678
GP2	P55259	537
GP2	Q96PJ5	515
GP2	Q16851	508
GP2	Q9BVK6	235
GP2	O14669	202
GP2	P19652	201
GP2	Q13361	173
GP2	Q15195	96
GP1BB	P13224	206
GP1BA	P07359	652
GOT2	P00505	430
GOT1L1	Q8NHS2	421
GOT1	Q8NHS2	421
GOT1	P17174	413
GOT1	Q9Y3E0	138
GOT1	Q6ZVE7	132
GOSR2	O14653	212
GOSR1	O95249	250
GORASP2	Q9H8Y8	452
GORASP1	Q9BQQ3	440
GORAB	Q5T7V8	369
GOPC	Q9HD26	462
GON7	Q9BXV9	100
GON4L	Q3T8J9	2241
GOLT1B	Q9Y3E0	138
GOLT1A	Q6ZVE7	132
GOLPH3L	Q9H4A5	285
GOLPH3	Q9H4A6	298
GOLPH3	Q9H4A5	285
GOLM1	Q8NBJ4	401
GOLIM4	O00461	696
GOLGB1	Q14789	3259
GOLGA8T	H3BQL2	631
GOLGA8S	H3BPF8	638
GOLGA8R	I6L899	631
GOLGA8Q	H3BV12	632
GOLGA8O	A6NCC3	632
GOLGA8N	F8WBI6	632
GOLGA8M	H3BSY2	632
GOLGA8K	D6RF30	630
GOLGA8J	A6NMD2	632
GOLGA8H	P0CJ92	632
GOLGA8B	A8MQT2	603
GOLGA8A	A7E2F4	631
GOLGA7B	Q2TAP0	167
GOLGA7	Q2TAP0	167
GOLGA7	Q7Z5G4	137
GOLGA6L9	A6NEM1	432
GOLGA6L7	A0A1B0GV03	622
GOLGA6L6	A8MZA4	724
GOLGA6L4	A6NEF3	574
GOLGA6L22	H0YM25	854
GOLGA6L2	Q8N9W4	909
GOLGA6L2	H0YM25	854
GOLGA6L2	A6NEM1	432
GOLGA6L10	A0A0M3HER8	536
GOLGA6L10	A6NI86	522
GOLGA6L1	Q8N7Z2	668
GOLGA6L1	H0YKK7	550
GOLGA6L1	A0A0M3HER8	536
GOLGA6L1	A6NI86	522
GOLGA6D	P0CG33	693
GOLGA6C	A6NDK9	693
GOLGA6B	A6NDN3	693
GOLGA6A	Q9NYA3	693
GOLGA5	Q8TBA6	731
GOLGA4	Q13439	2230
GOLGA3	Q08378	1498
GOLGA2	Q08379	1002
GOLGA2	Q9HBQ8	144
GOLGA1	Q92805	767
GNS	P15586	552
GNRHR	P30968	328
GNRHR	Q96P88	292
GNRH2	O43555	120
GNRH1	P01148	92
GNPTG	Q9UJJ9	305
GNPTAB	Q3T906	1256
GNPNAT1	Q96EK6	184
GNPDA2	Q8TDQ7	276
GNPDA1	P46926	289
GNPAT	O15228	680
GNMT	Q14749	295
GNLY	P22749	145
GNL3L	Q9NVN8	582
GNL3	Q9NVN8	582
GNL3	Q9BVP2	549
GNL2	Q13823	731
GNL2	A6NMB9	653
GNL1	Q0VF96	1302
GNL1	Q6PIW4	674
GNL1	P36915	607
GNGT2	O14610	69
GNGT1	P63211	74
GNGT1	P61952	73
GNGT1	P50151	68
GNG8	Q9UK08	70
GNG8	O14610	69
GNG7	O60262	68
GNG5	P63218	68
GNG4	P50150	75
GNG3	P63215	75
GNG2	P59768	71
GNG14	A0A1W2PPG7	69
GNG13	Q9P2W3	67
GNG12	Q9UBI6	72
GNG11	P61952	73
GNG10	P50151	68
GNE	Q8N1W1	1705
GNE	Q9Y223	722
GNE	Q9UGK8	458
GNE	P05408	212
GNB5	O14775	395
GNB4	Q9HAV0	340
GNB3	P16520	340
GNB2	P62879	340
GNB2	P63244	317
GNB1L	Q9BYB4	327
GNB1	P62873	340
GNB1	Q9BYB4	327
GNAZ	P19086	355
GNAT3	A8MTJ3	354
GNAT2	P19087	354
GNAT1	P11488	350
GNAS	Q5JWF2	1037
GNAQ	P50148	359
GNAO1	P09471	354
GNAL	P38405	381
GNAI3	P08754	354
GNAI3	P49795	217
GNAI2	P04899	355
GNAI1	P63096	354
GNA15	P30679	374
GNA14	O95837	355
GNA13	Q14344	377
GNA12	Q03113	381
GNA11	P29992	359
GMPS	P49915	693
GMPR2	Q9P2T1	348
GMPR	Q9P2T1	348
GMPR	P36959	345
GMPPB	Q9Y5P6	360
GMPPA	Q96IJ6	420
GMNN	O75496	209
GMNC	A6NCL1	334
GML	Q99445	158
GMIP	Q9P107	970
GMFG	O60234	142
GMFB	P60983	142
GMEB2	Q9UKD1	530
GMEB1	Q9Y692	573
GMDS	O60547	372
GMCL2	Q8NEA9	526
GMCL1	Q8NEA9	526
GMCL1	Q96IK5	515
GM2A	P17900	193
GLYR1	Q49A26	553
GLYCTK	Q8IVS8	523
GLYATL3	Q5SZD4	288
GLYATL2	Q8WU03	294
GLYATL1B	A0A0U1RQE8	302
GLYATL1	A0A0U1RQE8	302
GLYATL1	Q969I3	302
GLYAT	A0A0U1RQE8	302
GLYAT	Q969I3	302
GLYAT	Q6IB77	296
GLYAT	Q8WU03	294
GLYAT	Q5SZD4	288
GLUL	Q5TDP6	509
GLUL	P15104	373
GLUD2	P49448	558
GLUD1	P00367	558
GLTPD2	A6NH11	291
GLTP	A6NH11	291
GLTP	Q5TA50	214
GLTP	Q9NZD2	209
GLT8D2	Q9H1C3	349
GLT8D1	Q68CQ7	371
GLT6D1	Q7Z4J2	276
GLT1D1	Q96MS3	346
GLS2	Q9UI32	602
GLS	O94925	669
GLS	Q9UI32	602
GLS	O95336	258
GLRX5	Q86SX6	157
GLRX3	O76003	335
GLRX2	Q9NS18	164
GLRX	O76003	335
GLRX	Q9NS18	164
GLRX	Q86SX6	157
GLRX	P35754	106
GLRB	P48167	497
GLRA3	O75311	464
GLRA2	P23416	452
GLRA1	P23415	457
GLP2R	O95838	553
GLP1R	P43220	463
GLOD5	A6NK44	160
GLOD4	Q9HC38	313
GLO1	Q04760	184
GLMP	Q8WWB7	406
GLMN	Q92990	594
GLIS3	Q8NEA6	775
GLIS2	Q9BZE0	524
GLIS1	Q8NBF1	620
GLIPR2	Q9H4G4	154
GLIPR1L2	Q4G1C9	344
GLIPR1L1	Q6UWM5	242
GLIPR1	Q4G1C9	344
GLIPR1	P48060	266
GLIPR1	Q6UWM5	242
GLI4	P10075	376
GLI3	P10071	1580
GLI2	P10070	1586
GLI1	P08151	1106
GLG1	Q92896	1179
GLE1	Q53GS7	698
GLDN	Q6ZMI3	551
GLDC	P23378	1020
GLCE	O94923	617
GLCCI1	Q86VQ1	547
GLB1L3	Q8NCI6	653
GLB1L2	Q8IW92	636
GLB1L	Q6UWU2	654
GLB1L	Q8NCI6	653
GLB1L	Q8IW92	636
GLB1	P16278	677
GLB1	Q6UWU2	654
GLB1	Q8NCI6	653
GLB1	Q8IW92	636
GLB1	Q9Y371	365
GLB1	Q02325	96
GLA	Q9Y4D2	1042
GLA	P43003	542
GLA	P06280	429
GLA	Q9UHE5	227
GLA	Q6QHK4	219
GLA	P08493	103
GLA	P02818	100
GLA	Q15195	96
GKN2	Q86XP6	184
GKN1	Q9NS71	185
GKAP1	Q5VSY0	366
GK5	P22001	575
GK5	P52429	567
GK5	Q6ZS86	529
GK3P	Q14409	553
GK2	Q86YV5	1406
GK2	Q9Y6T7	804
GK2	Q8NFD2	765
GK2	Q14410	553
GK2	Q01415	458
GK2	P07205	417
GK2	Q9HBY8	367
GK	Q8IWB6	1497
GK	Q86YV5	1406
GK	Q5KSL6	1271
GK	Q9ULD2	1270
GK	O95819	1239
GK	Q86XP1	1220
GK	Q16760	1214
GK	O75912	1065
GK	Q9BXU1	1019
GK	O14490	977
GK	P52824	942
GK	Q6XUX3	929
GK	Q13574	928
GK	Q96KG9	808
GK	Q9Y6T7	804
GK	P49619	791
GK	Q8NFD2	765
GK	P23743	735
GK	Q8NE28	680
GK	Q9P215	609
GK	P22001	575
GK	P52429	567
GK	P32189	559
GK	Q14409	553
GK	Q14410	553
GK	Q6ZS86	529
GK	O43474	513
GK	Q06330	500
GK	Q9BRR6	497
GK	Q96BR1	496
GK	Q504Y2	493
GK	Q96A33	483
GK	Q9UBD6	479
GK	Q01415	458
GK	Q8N2I9	435
GK	O00141	431
GK	Q53H12	422
GK	P07205	417
GK	P00558	417
GK	Q96LW2	410
GK	Q92643	395
GK	Q86YV6	388
GK	Q9HBY8	367
GK	Q5VSY0	366
GK	P82650	360
GK	P0C264	359
GK	Q9H5K3	350
GK	P0C263	348
GK	Q9UJ70	344
GK	Q96HY6	314
GK	Q16854	277
GK	Q6P2I7	272
GK	Q9NRH1	226
GK	Q9NS71	185
GK	Q86XP6	184
GK	P0CG01	181
GK	Q9BUE6	129
GK	A0A087WW87	121
GK	P01614	121
GK	P06312	121
GK	A0A075B6S2	120
GK	A0A075B6S6	120
GK	A0A0A0MRZ7	120
GK	A0A075B6R9	120
GK	A2NJV5	120
GK	P01615	120
GK	A0A075B6P5	120
GK	P06310	120
GK	A0A0C4DH68	120
GK	A0A0C4DH55	119
GK	A0A087WSZ0	117
GK	A0A075B6S9	117
GK	A0A075B6S4	117
GK	A0A075B6S5	117
GK	A0A075B7D4	117
GK	A0A0C4DH73	117
GK	A0A0C4DH72	117
GK	A0A075B6H8	117
GK	P0DP09	117
GK	A0A0B4J1Z2	117
GK	P01602	117
GK	P01601	117
GK	P04432	117
GK	P04430	117
GK	P0DSN7	117
GK	A0A0B4J2D9	117
GK	P01611	117
GK	A0A0C4DH69	117
GK	P01599	117
GK	P01597	117
GK	P01594	117
GK	P01593	117
GK	A0A0C4DH25	116
GK	A0A075B6H7	116
GK	A0A0C4DH90	116
GK	P01619	116
GK	A0A0C4DH26	115
GK	A0A0A0MRZ8	115
GK	P04433	115
GK	P06315	115
GK	P01624	115
GK	A0A0C4DH67	115
GK	A0A087WSY6	115
GK	A0A0C4DH24	114
GK	A0A0A0MT36	114
GK	P01834	107
GJE1	Q8NFK1	279
GJE1	A6NN92	205
