UniProtId,Label,Gene_Name,
Q6XR72,reviewed,ZNT10_HUMAN,
A6NGQ2,reviewed,OOEP_HUMAN,
O15553,reviewed,MEFV_HUMAN,
Q6ZMY9,reviewed,ZN517_HUMAN,
P54855,reviewed,UDB15_HUMAN,
Q07666,reviewed,KHDR1_HUMAN,
O00625,reviewed,PIR_HUMAN,
P20933,reviewed,ASPG_HUMAN,
Q9BZA7,reviewed,PC11X_HUMAN,
A0A7I2V4K3,unreviewed,A0A7I2V4K3_HUMAN,
P42226,reviewed,STAT6_HUMAN,
P25090,reviewed,FPR2_HUMAN,
Q8NA92,reviewed,THAP8_HUMAN,
Q8NEQ6,reviewed,SRARP_HUMAN,
P43631,reviewed,KI2S2_HUMAN,
O60664,reviewed,PLIN3_HUMAN,
A0A087X179,reviewed,TBC3E_HUMAN,
O15550,reviewed,KDM6A_HUMAN,
P11488,reviewed,GNAT1_HUMAN,
Q6ZMY6,reviewed,WDR88_HUMAN,
Q9P287,reviewed,BCCIP_HUMAN,
O60566,reviewed,BUB1B_HUMAN,
Q5EBM4,reviewed,ZN542_HUMAN,
Q8N1N4,reviewed,K2C78_HUMAN,
O00622,reviewed,CCN1_HUMAN,
P24864,reviewed,CCNE1_HUMAN,
P08238,reviewed,HS90B_HUMAN,
A0A7I2V2S6,unreviewed,A0A7I2V2S6_HUMAN,
Q92747,reviewed,ARC1A_HUMAN,
P43630,reviewed,KI3L2_HUMAN,
Q5QNW6,reviewed,H2B2F_HUMAN,
Q9Y3Q8,reviewed,T22D4_HUMAN,
Q9NPU4,reviewed,CN132_HUMAN,
Q92643,reviewed,GPI8_HUMAN,
O15551,reviewed,CLD3_HUMAN,
Q9P286,reviewed,PAK5_HUMAN,
O60565,reviewed,GREM1_HUMAN,
Q8IZY2,reviewed,ABCA7_HUMAN,
P01344,reviewed,IGF2_HUMAN,
O00623,reviewed,PEX12_HUMAN,
P24863,reviewed,CCNC_HUMAN,
Q9BZA5,reviewed,TXNG2_HUMAN,
Q5BKZ1,reviewed,ZN326_HUMAN,
P25092,reviewed,GUC2C_HUMAN,
P80723,reviewed,BASP1_HUMAN,
Q6ZTR6,reviewed,ZNFDT_HUMAN,
A0A1B0GX31,reviewed,TVB76_HUMAN,
Q00653,reviewed,NFKB2_HUMAN,
Q9BYI3,reviewed,HYCCI_HUMAN,
A6NDD5,reviewed,SYN1L_HUMAN,
P31323,reviewed,KAP3_HUMAN,
P13500,reviewed,CCL2_HUMAN,
Q9NTW7,reviewed,ZF64B_HUMAN,
Q6ZTR7,reviewed,CBAR2_HUMAN,
P43632,reviewed,KI2S4_HUMAN,
O60667,reviewed,FCMR_HUMAN,
Q5JT82,reviewed,KLF17_HUMAN,
Q6NSJ0,reviewed,MYORG_HUMAN,
P54851,reviewed,EMP2_HUMAN,
Q5H9L2,reviewed,TCAL5_HUMAN,
Q12934,reviewed,BFSP1_HUMAN,
Q5CZA5,reviewed,ZN805_HUMAN,
P13501,reviewed,CCL5_HUMAN,
Q05513,reviewed,KPCZ_HUMAN,
P49279,reviewed,NRAM1_HUMAN,
P20711,reviewed,DDC_HUMAN,
Q9H501,reviewed,ESF1_HUMAN,
Q9NW75,reviewed,GPTC2_HUMAN,
Q9P283,reviewed,SEM5B_HUMAN,
Q8IUN9,reviewed,CLC10_HUMAN,
Q5EBM0,reviewed,CMPK2_HUMAN,
Q8N4Q1,reviewed,MIA40_HUMAN,
P03923,reviewed,NU6M_HUMAN,
Q6ZNE5,reviewed,BAKOR_HUMAN,
P31321,reviewed,KAP1_HUMAN,
P42773,reviewed,CDN2C_HUMAN,
Q15554,reviewed,TERF2_HUMAN,
Q9BZA8,reviewed,PC11Y_HUMAN,
A8TX70,reviewed,CO6A5_HUMAN,
Q92743,reviewed,HTRA1_HUMAN,
Q8NBP5,reviewed,MFSD9_HUMAN,
P48449,reviewed,LSS_HUMAN,
Q6ZTR5,reviewed,CFA47_HUMAN,
P34995,reviewed,PE2R1_HUMAN,
H3BMG3,reviewed,SMKR1_HUMAN,
Q5VT33,reviewed,CX031_HUMAN,
Q6ZMY3,reviewed,SPOC1_HUMAN,
Q6NSJ2,reviewed,PHLB3_HUMAN,
Q8N4Q0,reviewed,PTGR3_HUMAN,
Q9NUM4,reviewed,T106B_HUMAN,
Q07325,reviewed,CXCL9_HUMAN,
P42772,reviewed,CDN2B_HUMAN,
P68363,reviewed,TBA1B_HUMAN,
Q15555,reviewed,MARE2_HUMAN,
A0A577,reviewed,TVB41_HUMAN,
P08235,reviewed,MCR_HUMAN,
P48448,reviewed,AL3B2_HUMAN,
Q5T5N4,reviewed,CF118_HUMAN,
Q52LA3,reviewed,LIN52_HUMAN,
Q9H503,reviewed,BAFL_HUMAN,
Q8NC42,reviewed,RN149_HUMAN,
Q5T1A1,reviewed,DCST2_HUMAN,
Q02930,reviewed,CREB5_HUMAN,
O60662,reviewed,KLH41_HUMAN,
P18564,reviewed,ITB6_HUMAN,
Q9P281,reviewed,BAHC1_HUMAN,
O60568,reviewed,PLOD3_HUMAN,
Q6NSJ5,reviewed,LRC8E_HUMAN,
Q6ZUL3,reviewed,CH086_HUMAN,
P54852,reviewed,EMP3_HUMAN,
Q07326,reviewed,PIGF_HUMAN,
P31327,reviewed,CPSM_HUMAN,
Q8NG98,reviewed,OR7D4_HUMAN,
P42771,reviewed,CDN2A_HUMAN,
Q76G19,reviewed,PDZD4_HUMAN,
A0A576,reviewed,TVB31_HUMAN,
P08236,reviewed,BGLR_HUMAN,
Q8NBP7,reviewed,PCSK9_HUMAN,
Q86TV6,reviewed,TTC7B_HUMAN,
Q5JUK9,reviewed,PAGE3_HUMAN,
Q10586,reviewed,DBP_HUMAN,
O60663,reviewed,LMX1B_HUMAN,
Q2TAY7,reviewed,SMU1_HUMAN,
Q03426,reviewed,KIME_HUMAN,
P19174,reviewed,PLCG1_HUMAN,
Q96R67,reviewed,OR4CC_HUMAN,
Q7L2R6,reviewed,ZN765_HUMAN,
Q8NG99,reviewed,OR7G2_HUMAN,
Q5K130,reviewed,CLU1O_HUMAN,
Q9UHJ3,reviewed,SMBT1_HUMAN,
P08237,reviewed,PFKAM_HUMAN,
P25098,reviewed,ARBK1_HUMAN,
Q9NVW2,reviewed,RNF12_HUMAN,
Q8NBP0,reviewed,TTC13_HUMAN,
Q10587,reviewed,TEF_HUMAN,
Q8NC44,reviewed,RETR2_HUMAN,
A6NK97,reviewed,S22AK_HUMAN,
P23327,reviewed,SRCH_HUMAN,
Q8NGC0,reviewed,O5AU1_HUMAN,
P0DP42,reviewed,T225B_HUMAN,
Q8IZY5,reviewed,BLID_HUMAN,
Q9H0G5,reviewed,NSRP1_HUMAN,
Q9P2T1,reviewed,GMPR2_HUMAN,
P48163,reviewed,MAOX_HUMAN,
Q0JRZ9,reviewed,FCHO2_HUMAN,
P68366,reviewed,TBA4A_HUMAN,
Q5K131,reviewed,CLLU1_HUMAN,
A4D0Y5,reviewed,CG077_HUMAN,
Q3MIV0,reviewed,KR221_HUMAN,
Q05516,reviewed,ZBT16_HUMAN,
P35218,reviewed,CAH5A_HUMAN,
O94892,reviewed,ZN432_HUMAN,
P0CZ25,reviewed,D10OS_HUMAN,
Q8N7W2,reviewed,BEND7_HUMAN,
P24311,reviewed,COX7B_HUMAN,
Q8NGC1,reviewed,O11G2_HUMAN,
Q9P2T0,reviewed,SPMA2_HUMAN,
Q8NG97,reviewed,OR2Z1_HUMAN,
Q6UXA7,reviewed,CF015_HUMAN,
P35219,reviewed,CAH8_HUMAN,
Q96FT9,reviewed,IFT43_HUMAN,
P24310,reviewed,CX7A1_HUMAN,
Q8NGC2,reviewed,OR4E2_HUMAN,
Q6UWE0,reviewed,LRSM1_HUMAN,
Q7KYR7,reviewed,BT2A1_HUMAN,
P48165,reviewed,CXA8_HUMAN,
Q9NUM3,reviewed,S39A9_HUMAN,
Q9HC21,reviewed,TPC_HUMAN,
Q8NG94,reviewed,O11H1_HUMAN,
Q9UHJ6,reviewed,SHPK_HUMAN,
A0A0B4J1U3,reviewed,LV136_HUMAN,
Q9P1V8,reviewed,SAM15_HUMAN,
P00450,reviewed,CERU_HUMAN,
Q08116,reviewed,RGS1_HUMAN,
P48443,reviewed,RXRG_HUMAN,
Q14129,reviewed,DGCR6_HUMAN,
Q9BXP5,reviewed,SRRT_HUMAN,
Q7L8L6,reviewed,FAKD5_HUMAN,
Q8NGC3,reviewed,O10G2_HUMAN,
Q6UWE3,reviewed,COLL2_HUMAN,
A0A1B0GTU2,reviewed,CTXD1_HUMAN,
P03928,reviewed,ATP8_HUMAN,
Q9H6Z4,reviewed,RANB3_HUMAN,
Q9Y259,reviewed,CHKB_HUMAN,
Q8TAT8,reviewed,YK045_HUMAN,
Q8NG95,reviewed,OR7G3_HUMAN,
Q8WZ92,reviewed,OR5P2_HUMAN,
P00451,reviewed,FA8_HUMAN,
Q08117,reviewed,TLE5_HUMAN,
P20719,reviewed,HXA5_HUMAN,
Q8TE73,reviewed,DYH5_HUMAN,
Q14126,reviewed,DSG2_HUMAN,
Q9H871,reviewed,RMD5A_HUMAN,
Q8NGC4,reviewed,O10G3_HUMAN,
Q6N022,reviewed,TEN4_HUMAN,
Q7Z6V5,reviewed,ADAT2_HUMAN,
P48167,reviewed,GLRB_HUMAN,
Q9UQV4,reviewed,LAMP3_HUMAN,
P39687,reviewed,AN32A_HUMAN,
O95180,reviewed,CAC1H_HUMAN,
Q9Y258,reviewed,CCL26_HUMAN,
Q7L0R7,reviewed,RNF44_HUMAN,
Q9HC23,reviewed,PROK2_HUMAN,
Q8NG92,reviewed,O13H1_HUMAN,
Q96IT6,reviewed,ARAS1_HUMAN,
Q5KU26,reviewed,COL12_HUMAN,
Q9HCH5,reviewed,SYTL2_HUMAN,
Q5JUK3,reviewed,KCNT1_HUMAN,
P20718,reviewed,GRAH_HUMAN,
O60669,reviewed,MOT2_HUMAN,
P55769,reviewed,NH2L1_HUMAN,
Q8NGC5,reviewed,OR6J1_HUMAN,
O95183,reviewed,VAMP5_HUMAN,
Q9Y257,reviewed,KCNK6_HUMAN,
Q6Y288,reviewed,B3GLT_HUMAN,
Q9HC24,reviewed,LFG4_HUMAN,
Q5VSG8,reviewed,MANEL_HUMAN,
A0A0B4J1U4,reviewed,TRGV5_HUMAN,
Q8WZ94,reviewed,OR5P3_HUMAN,
Q8WXX0,reviewed,DYH7_HUMAN,
A6NLJ0,reviewed,C2C4B_HUMAN,
Q5JUK2,reviewed,SOLH1_HUMAN,
Q8TBB5,reviewed,KLDC4_HUMAN,
Q9BX40,reviewed,LS14B_HUMAN,
Q9BXP2,reviewed,S12A9_HUMAN,
Q8NGC6,reviewed,OR4KH_HUMAN,
Q8NAJ2,reviewed,CI106_HUMAN,
A0A1B0GTU1,reviewed,ZC11B_HUMAN,
O95182,reviewed,NDUA7_HUMAN,
Q9Y256,reviewed,FACE2_HUMAN,
Q8TAT5,reviewed,NEIL3_HUMAN,
Q8IVH8,reviewed,M4K3_HUMAN,
A0A0B4J1U7,reviewed,HV601_HUMAN,
Q96MC2,reviewed,DRC1_HUMAN,
P82279,reviewed,CRUM1_HUMAN,
P18615,reviewed,NELFE_HUMAN,
Q9HCH3,reviewed,CPNE5_HUMAN,
Q8TDU6,reviewed,GPBAR_HUMAN,
P14406,reviewed,CX7A2_HUMAN,
Q8TBB6,reviewed,S7A14_HUMAN,
Q8TE76,reviewed,MORC4_HUMAN,
Q6PUV4,reviewed,CPLX2_HUMAN,
Q86Y25,reviewed,Z354C_HUMAN,
Q53H64,reviewed,AK40L_HUMAN,
Q8NGC7,reviewed,O11H6_HUMAN,
Q6N021,reviewed,TET2_HUMAN,
P01743,reviewed,HV146_HUMAN,
P35626,reviewed,ARBK2_HUMAN,
O95185,reviewed,UNC5C_HUMAN,
Q9Y255,reviewed,PRLD1_HUMAN,
Q13596,reviewed,SNX1_HUMAN,
A0A0B4J1U6,reviewed,TVB9_HUMAN,
Q86VV8,reviewed,RTTN_HUMAN,
A0A3B3IT52,reviewed,MSD5_HUMAN,
Q9HCH0,reviewed,NCK5L_HUMAN,
A0A376A8Z9,unreviewed,A0A376A8Z9_HUMAN,
Q8TDU5,reviewed,VNRL4_HUMAN,
P34998,reviewed,CRFR1_HUMAN,
Q96D05,reviewed,F241B_HUMAN,
A0A075B6K2,reviewed,LV312_HUMAN,
Q8TE77,reviewed,SSH3_HUMAN,
Q9BX46,reviewed,RBM24_HUMAN,
Q5JST6,reviewed,EFHC2_HUMAN,
Q9H875,reviewed,PKRI1_HUMAN,
Q8NGC8,reviewed,O11H7_HUMAN,
P01742,reviewed,HV169_HUMAN,
P35625,reviewed,TIMP3_HUMAN,
P61968,reviewed,LMO4_HUMAN,
Q6V1X1,reviewed,DPP8_HUMAN,
P39086,reviewed,GRIK1_HUMAN,
P61803,reviewed,DAD1_HUMAN,
Q8WXX5,reviewed,DNJC9_HUMAN,
Q8TBB0,reviewed,THAP6_HUMAN,
Q8N9X5,reviewed,TMM75_HUMAN,
Q8N699,reviewed,MYCT1_HUMAN,
Q86Y27,reviewed,BAGE5_HUMAN,
Q9UBM8,reviewed,MGT4C_HUMAN,
Q86UQ0,reviewed,ZN589_HUMAN,
Q684P5,reviewed,RPGP2_HUMAN,
Q14123,reviewed,PDE1C_HUMAN,
Q06481,reviewed,APLP2_HUMAN,
Q8NGC9,reviewed,O11H4_HUMAN,
P29353,reviewed,SHC1_HUMAN,
Q9Y253,reviewed,POLH_HUMAN,
P12532,reviewed,KCRU_HUMAN,
O43399,reviewed,TPD54_HUMAN,
Q8TAT6,reviewed,NPL4_HUMAN,
P29459,reviewed,IL12A_HUMAN,
P48444,reviewed,COPD_HUMAN,
Q8TBB1,reviewed,LNX1_HUMAN,
Q96D03,reviewed,DDT4L_HUMAN,
A0A075B6K0,reviewed,LV316_HUMAN,
A0A087WV53,reviewed,SPEGN_HUMAN,
Q86Y26,reviewed,NUTM1_HUMAN,
Q86SM8,reviewed,MRGRE_HUMAN,
P29350,reviewed,PTN6_HUMAN,
Q8IYB0,reviewed,YK038_HUMAN,
A8MVA2,reviewed,KRA96_HUMAN,
Q08722,reviewed,CD47_HUMAN,
Q9Y252,reviewed,RNF6_HUMAN,
Q9HC29,reviewed,NOD2_HUMAN,
Q13595,reviewed,TRA2A_HUMAN,
Q9UKR5,reviewed,ERG28_HUMAN,
Q96MC6,reviewed,MF14A_HUMAN,
Q96DT0,reviewed,LEG12_HUMAN,
Q8WXX7,reviewed,AUTS2_HUMAN,
Q8N9X3,reviewed,YA026_HUMAN,
F2Z398,reviewed,LMO7D_HUMAN,
Q6NSZ9,reviewed,ZSC25_HUMAN,
Q5U3C3,reviewed,TM164_HUMAN,
O75911,reviewed,DHRS3_HUMAN,
Q8IYB1,reviewed,M21D2_HUMAN,
Q5TB80,reviewed,CE162_HUMAN,
P28340,reviewed,DPOD1_HUMAN,
Q13724,reviewed,MOGS_HUMAN,
Q9Y251,reviewed,HPSE_HUMAN,
Q9BR61,reviewed,ACBD6_HUMAN,
Q6FHJ7,reviewed,SFRP4_HUMAN,
Q96MC5,reviewed,MERB1_HUMAN,
Q9BTA9,reviewed,WAC_HUMAN,
Q5SYB0,reviewed,FRPD1_HUMAN,
Q96IT1,reviewed,ZN496_HUMAN,
Q96DT7,reviewed,ZBT10_HUMAN,
Q8TF17,reviewed,S3TC2_HUMAN,
B1AL88,reviewed,NALF1_HUMAN,
Q8TDU9,reviewed,RL3R2_HUMAN,
A0A075B6K6,reviewed,LV403_HUMAN,
P07339,reviewed,CATD_HUMAN,
Q8IWN6,reviewed,F223A_HUMAN,
Q96JH7,reviewed,VCIP1_HUMAN,
O75912,reviewed,DGKI_HUMAN,
Q9H0W8,reviewed,SMG9_HUMAN,
P49773,reviewed,HINT1_HUMAN,
Q9Y250,reviewed,LZTS1_HUMAN,
O43396,reviewed,TXNL1_HUMAN,
Q02318,reviewed,CP27A_HUMAN,
Q9UKR3,reviewed,KLK13_HUMAN,
Q96MC4,reviewed,C295L_HUMAN,
Q9H693,reviewed,CP095_HUMAN,
Q86X67,reviewed,NUD13_HUMAN,
Q96DT6,reviewed,ATG4C_HUMAN,
A8MYJ7,reviewed,TTC34_HUMAN,
Q9BVA6,reviewed,FICD_HUMAN,
Q86WJ1,reviewed,CHD1L_HUMAN,
Q86UQ4,reviewed,ABCAD_HUMAN,
Q8IWN7,reviewed,RP1L1_HUMAN,
Q02410,reviewed,APBA1_HUMAN,
A0A1W2PPE2,reviewed,TFKL4_HUMAN,
Q9H0W9,reviewed,CK054_HUMAN,
Q8IYB3,reviewed,SRRM1_HUMAN,
P49770,reviewed,EI2BB_HUMAN,
Q6ICI0,reviewed,LHPL7_HUMAN,
Q96R69,reviewed,OR4F4_HUMAN,
O43395,reviewed,PRPF3_HUMAN,
P43220,reviewed,GLP1R_HUMAN,
Q8TAT2,reviewed,FGFP3_HUMAN,
Q9HD23,reviewed,MRS2_HUMAN,
O95931,reviewed,CBX7_HUMAN,
Q68DA7,reviewed,FMN1_HUMAN,
Q9H694,reviewed,BICC1_HUMAN,
P18887,reviewed,XRCC1_HUMAN,
Q86X60,reviewed,FA72B_HUMAN,
Q96DT5,reviewed,DYH11_HUMAN,
A0A075B6K4,reviewed,LV310_HUMAN,
O15151,reviewed,MDM4_HUMAN,
Q86Y22,reviewed,CONA1_HUMAN,
Q86UQ5,reviewed,GTSC1_HUMAN,
Q02413,reviewed,DSG1_HUMAN,
A0A1W2PPE3,reviewed,CA202_HUMAN,
O75914,reviewed,PAK3_HUMAN,
Q8IYB4,reviewed,PEX5R_HUMAN,
P28347,reviewed,TEAD1_HUMAN,
P49771,reviewed,FLT3L_HUMAN,
Q96HF1,reviewed,SFRP2_HUMAN,
P05981,reviewed,HEPS_HUMAN,
Q9NVG8,reviewed,TBC13_HUMAN,
O95932,reviewed,TGM3L_HUMAN,
Q9H171,reviewed,ZBP1_HUMAN,
Q13591,reviewed,SEM5A_HUMAN,
Q5XG99,reviewed,LYSM4_HUMAN,
P47944,reviewed,MT4_HUMAN,
Q8N693,reviewed,ESX1_HUMAN,
P52815,reviewed,RM12_HUMAN,
A0A075B6K5,reviewed,LV39_HUMAN,
O15156,reviewed,ZBT7B_HUMAN,
Q96JH8,reviewed,RADIL_HUMAN,
O75915,reviewed,PRAF3_HUMAN,
Q86SM5,reviewed,MRGRG_HUMAN,
Q8IYB5,reviewed,SMAP1_HUMAN,
O00468,reviewed,AGRIN_HUMAN,
O14818,reviewed,PSA7_HUMAN,
Q9UKR0,reviewed,KLK12_HUMAN,
Q96MC9,reviewed,CA147_HUMAN,
P21695,reviewed,GPDA_HUMAN,
Q96FT7,reviewed,ASIC4_HUMAN,
Q8WU49,reviewed,CG033_HUMAN,
Q16048,reviewed,MCHL1_HUMAN,
Q9UBM1,reviewed,PEMT_HUMAN,
O75916,reviewed,RGS9_HUMAN,
Q9BXP8,reviewed,PAPP2_HUMAN,
P25791,reviewed,RBTN2_HUMAN,
Q05901,reviewed,ACHB3_HUMAN,
O00469,reviewed,PLOD2_HUMAN,
Q96N23,reviewed,CFA54_HUMAN,
Q16658,reviewed,FSCN1_HUMAN,
P61960,reviewed,UFM1_HUMAN,
Q9HD20,reviewed,AT131_HUMAN,
Q9H173,reviewed,SIL1_HUMAN,
Q8IVH2,reviewed,FOXP4_HUMAN,
Q92546,reviewed,RGP1_HUMAN,
Q96PK6,reviewed,RBM14_HUMAN,
P57678,reviewed,GEMI4_HUMAN,
Q86UQ8,reviewed,NFE4_HUMAN,
Q5YKI7,reviewed,GGNB1_HUMAN,
Q8IYB7,reviewed,DI3L2_HUMAN,
Q8N5R6,reviewed,CCD33_HUMAN,
O95684,reviewed,CEP43_HUMAN,
P04629,reviewed,NTRK1_HUMAN,
Q6ZRU5,reviewed,YQ032_HUMAN,
Q96N22,reviewed,ZN681_HUMAN,
Q16659,reviewed,MK06_HUMAN,
Q5JS13,reviewed,RGPS1_HUMAN,
P46379,reviewed,BAG6_HUMAN,
O95935,reviewed,TBX18_HUMAN,
Q9H172,reviewed,ABCG4_HUMAN,
P82673,reviewed,RT35_HUMAN,
Q92547,reviewed,TOPB1_HUMAN,
Q6ZTB9,reviewed,ZN833_HUMAN,
P57679,reviewed,EVC_HUMAN,
Q8N690,reviewed,DB119_HUMAN,
O15155,reviewed,BET1_HUMAN,
P58546,reviewed,MTPN_HUMAN,
Q9UBM7,reviewed,DHCR7_HUMAN,
Q9Y5A9,reviewed,YTHD2_HUMAN,
Q5BVD1,reviewed,TTMP_HUMAN,
P41091,reviewed,IF2G_HUMAN,
P0DQD5,reviewed,NPY42_HUMAN,
Q8IYB8,reviewed,SUV3_HUMAN,
O95685,reviewed,PPR3D_HUMAN,
P04628,reviewed,WNT1_HUMAN,
O43390,reviewed,HNRPR_HUMAN,
Q96N21,reviewed,AP4AT_HUMAN,
Q16656,reviewed,NRF1_HUMAN,
P61962,reviewed,DCAF7_HUMAN,
Q9HD26,reviewed,GOPC_HUMAN,
Q9Y6N6,reviewed,LAMC3_HUMAN,
O95936,reviewed,EOMES_HUMAN,
Q9H175,reviewed,CSRN2_HUMAN,
A6NNY8,reviewed,UBP27_HUMAN,
Q9P1F3,reviewed,ABRAL_HUMAN,
Q8IVH4,reviewed,MMAA_HUMAN,
Q6ZVQ6,reviewed,YS045_HUMAN,
Q92544,reviewed,TM9S4_HUMAN,
Q969G3,reviewed,SMCE1_HUMAN,
Q9BTA0,reviewed,F167B_HUMAN,
Q9Y2R4,reviewed,DDX52_HUMAN,
Q9BVA0,reviewed,KTNB1_HUMAN,
Q8N697,reviewed,S15A4_HUMAN,
Q86Y29,reviewed,BAGE3_HUMAN,
P27824,reviewed,CALX_HUMAN,
Q9H4Z3,reviewed,CAPAM_HUMAN,
Q8IYB9,reviewed,ZN595_HUMAN,
Q96I99,reviewed,SUCB2_HUMAN,
Q9BSI4,reviewed,TINF2_HUMAN,
Q96N20,reviewed,ZN75A_HUMAN,
Q9Y6N7,reviewed,ROBO1_HUMAN,
Q92545,reviewed,TM131_HUMAN,
Q969G2,reviewed,LHX4_HUMAN,
P06276,reviewed,CHLE_HUMAN,
Q86VV4,reviewed,RNB3L_HUMAN,
Q9Y2R5,reviewed,RT17_HUMAN,
Q5T1Q4,reviewed,S35F1_HUMAN,
Q86XZ4,reviewed,SPAS2_HUMAN,
Q9BVA1,reviewed,TBB2B_HUMAN,
Q96D09,reviewed,GASP2_HUMAN,
Q96A08,reviewed,H2B1A_HUMAN,
Q86Y28,reviewed,BAGE4_HUMAN,
Q9P0X4,reviewed,CAC1I_HUMAN,
Q9H4Z2,reviewed,ZN335_HUMAN,
P04626,reviewed,ERBB2_HUMAN,
Q676U5,reviewed,A16L1_HUMAN,
Q16654,reviewed,PDK4_HUMAN,
Q7Z7D3,reviewed,VTCN1_HUMAN,
P61964,reviewed,WDR5_HUMAN,
Q8NBN7,reviewed,RDH13_HUMAN,
Q92542,reviewed,NICA_HUMAN,
Q9Y2R2,reviewed,PTN22_HUMAN,
Q6P9B6,reviewed,MEAK7_HUMAN,
Q8N695,reviewed,SC5A8_HUMAN,
Q96A09,reviewed,TET5B_HUMAN,
P07332,reviewed,FES_HUMAN,
Q9UBM4,reviewed,OPT_HUMAN,
Q16655,reviewed,MAR1_HUMAN,
Q504T8,reviewed,MIDN_HUMAN,
Q9Y6N5,reviewed,SQOR_HUMAN,
Q92543,reviewed,SNX19_HUMAN,
Q6P9B9,reviewed,INT5_HUMAN,
A0A0J9YX35,reviewed,HV64D_HUMAN,
P07333,reviewed,CSF1R_HUMAN,
G5E9R7,reviewed,KR416_HUMAN,
Q9Y3L5,reviewed,RAP2C_HUMAN,
P61966,reviewed,AP1S1_HUMAN,
Q5VX52,reviewed,SPAT1_HUMAN,
Q3LI54,reviewed,KR198_HUMAN,
Q92540,reviewed,SMG7_HUMAN,
Q9Y2R0,reviewed,COA3_HUMAN,
Q6AI08,reviewed,HEAT6_HUMAN,
P58549,reviewed,FXYD7_HUMAN,
Q9Y5A6,reviewed,ZSC21_HUMAN,
E9PQX1,reviewed,TM262_HUMAN,
Q16653,reviewed,MOG_HUMAN,
O14810,reviewed,CPLX1_HUMAN,
Q9Y6N3,reviewed,CLCA3_HUMAN,
P16109,reviewed,LYAM3_HUMAN,
P82675,reviewed,RT05_HUMAN,
Q9UKR8,reviewed,TSN16_HUMAN,
P51884,reviewed,LUM_HUMAN,
Q92541,reviewed,RTF1_HUMAN,
Q969G6,reviewed,RIFK_HUMAN,
L0R819,reviewed,ASURF_HUMAN,
O00148,reviewed,DX39A_HUMAN,
O15466,reviewed,SIA8E_HUMAN,
E5RJM6,reviewed,ANR65_HUMAN,
Q9Y5A7,reviewed,NUB1_HUMAN,
P17213,reviewed,BPI_HUMAN,
Q7L9L4,reviewed,MOB1B_HUMAN,
O00461,reviewed,GOLI4_HUMAN,
Q16650,reviewed,TBR1_HUMAN,
P35326,reviewed,SPR2A_HUMAN,
Q8NBN3,reviewed,TM87A_HUMAN,
O95453,reviewed,PARN_HUMAN,
Q969G5,reviewed,CAVN3_HUMAN,
O15467,reviewed,CCL16_HUMAN,
Q8NGS0,reviewed,OR1N1_HUMAN,
Q9H0W5,reviewed,CCDC8_HUMAN,
Q8IV16,reviewed,HDBP1_HUMAN,
O00462,reviewed,MANBA_HUMAN,
Q5UIP0,reviewed,RIF1_HUMAN,
Q16651,reviewed,PRSS8_HUMAN,
Q9Y6N1,reviewed,COX11_HUMAN,
Q3LI59,reviewed,KR212_HUMAN,
O95452,reviewed,CXB6_HUMAN,
U3KPV4,reviewed,A3LT2_HUMAN,
Q6PIL6,reviewed,KCIP4_HUMAN,
Q5XG92,reviewed,EST4A_HUMAN,
Q6PEV8,reviewed,F199X_HUMAN,
Q13332,reviewed,PTPRS_HUMAN,
Q8WU43,reviewed,CB015_HUMAN,
Q8NGS1,reviewed,OR1J4_HUMAN,
Q9BV81,reviewed,EMC6_HUMAN,
Q9NSP4,reviewed,CENPM_HUMAN,
Q7Z4B0,reviewed,CR020_HUMAN,
O00463,reviewed,TRAF5_HUMAN,
P0C2W7,reviewed,CT47B_HUMAN,
P52630,reviewed,STAT2_HUMAN,
Q96KN8,reviewed,PLAT5_HUMAN,
O14813,reviewed,PHX2A_HUMAN,
Q3LI58,reviewed,KR211_HUMAN,
Q02809,reviewed,PLOD1_HUMAN,
Q8TDE3,reviewed,RNAS8_HUMAN,
D6R9N7,reviewed,U17LI_HUMAN,
Q16595,reviewed,FRDA_HUMAN,
Q8NGS2,reviewed,OR1J2_HUMAN,
Q01151,reviewed,CD83_HUMAN,
Q9H0W7,reviewed,THAP2_HUMAN,
Q8NH10,reviewed,OR8U1_HUMAN,
Q3SY69,reviewed,AL1L2_HUMAN,
P09429,reviewed,HMGB1_HUMAN,
Q96N28,reviewed,PLD3A_HUMAN,
Q8NE18,reviewed,NSUN7_HUMAN,
Q96KN9,reviewed,CXD4_HUMAN,
P35325,reviewed,SPR2B_HUMAN,
O95450,reviewed,ATS2_HUMAN,
P15509,reviewed,CSF2R_HUMAN,
Q13330,reviewed,MTA1_HUMAN,
Q96A00,reviewed,PP14A_HUMAN,
Q16594,reviewed,TAF9_HUMAN,
Q8NGS3,reviewed,OR1J1_HUMAN,
Q76KP1,reviewed,B4GN4_HUMAN,
A0A0J9YXV3,reviewed,GREP1_HUMAN,
Q6P087,reviewed,RUSD3_HUMAN,
Q9Y3L3,reviewed,3BP1_HUMAN,
Q8TAD8,reviewed,SNIP1_HUMAN,
P0C2W1,reviewed,FBSP1_HUMAN,
Q8IXL9,reviewed,IQCF2_HUMAN,
Q9H8Y8,reviewed,GORS2_HUMAN,
P81534,reviewed,D103A_HUMAN,
O14815,reviewed,CAN9_HUMAN,
P16104,reviewed,H2AX_HUMAN,
