drug_id,drugname,drug_type,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB07107,b'(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE',small molecule,0,1,0,0,0,0
DB07108,"b""4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID""",small molecule,0,1,0,0,0,0
DB07110,b'4-(4-FLUOROBENZYL)PIPERIDINE',small molecule,0,1,0,0,0,0
DB07111,"b'(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid'",small molecule,0,1,0,0,0,0
DB07112,b'N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE',small molecule,0,1,0,0,0,0
DB07113,"b'(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE'",small molecule,0,1,0,0,0,0
DB07114,b'4-[(METHYLSULFONYL)AMINO]BENZOIC ACID',small molecule,0,1,0,0,0,0
DB07115,"b'N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide'",small molecule,0,1,0,0,0,0
DB07116,b'1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE',small molecule,0,1,0,0,0,0
DB07117,"b'5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE'",small molecule,0,1,0,0,0,0
DB07118,b'Hymecromone',small molecule,0,1,0,1,0,0
DB07119,b'1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL',small molecule,0,1,0,0,0,0
DB07120,"b'3-Carbamimidamido-1,1-diphenylurea'",small molecule,0,1,0,0,0,0
DB07121,"b'4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE'",small molecule,0,1,0,0,0,0
DB07122,b'1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine',small molecule,0,1,0,0,0,0
DB07123,b'N-(4-METHYLBENZOYL)-4-BENZYLPIPERIDINE',small molecule,0,1,0,0,0,0
DB07124,"b'(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE'",small molecule,0,1,0,0,0,0
DB07125,"b'4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid'",small molecule,0,1,0,0,0,0
DB07126,"b""O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE""",small molecule,0,1,0,0,0,0
DB07127,"b'{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID'",small molecule,0,1,0,0,0,0
DB07128,"b'N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE'",small molecule,0,1,0,0,0,0
DB07129,"b'(2R)-1-(2,6-dimethylphenoxy)propan-2-amine'",small molecule,0,1,0,0,0,0
DB07130,b'4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID',small molecule,0,1,0,0,0,0
DB07131,b'(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide',small molecule,0,1,0,0,0,0
DB07132,b'1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA',small molecule,0,1,0,0,0,0
DB07133,b'D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide',small molecule,0,1,0,0,0,0
DB07134,"b'5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE'",small molecule,0,1,0,0,0,0
DB07135,"b'(2S,3S)-3-AMINO-4-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-5-YLCYCLOHEXYL)BUTANAMIDE'",small molecule,0,1,0,0,0,0
DB07136,b'(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(R)-HYDROXY[(1R)-2-METHYL-1-{[(3-PHENYLPROPYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID',small molecule,0,1,0,0,0,0
DB07137,b'(2S)-N-[(3E)-5-Cyclopropyl-3H-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide',small molecule,0,1,0,0,0,0
DB07138,b'Neflamapimod',small molecule,0,0,0,1,0,0
DB07139,b'3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid',small molecule,0,1,0,0,0,0
DB07140,"b'5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine'",small molecule,0,1,0,0,0,0
DB07141,"b""5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine""",small molecule,0,1,0,0,0,0
DB07142,"b""5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine""",small molecule,0,1,0,0,0,0
DB07143,b'D-phenylalanyl-N-benzyl-L-prolinamide',small molecule,0,1,0,0,0,0
DB07144,"b""5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine""",small molecule,0,1,0,0,0,0
DB07145,b'(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE',small molecule,0,1,0,0,0,0
DB07146,"b'2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE'",small molecule,0,1,0,0,0,0
DB07147,"b'methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate'",small molecule,0,1,0,0,0,0
DB07148,"b'(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one'",small molecule,0,1,0,0,0,0
DB07149,"b'(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one'",small molecule,0,1,0,0,0,0
DB07150,b'4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME',small molecule,0,1,0,0,0,0
DB07151,b'4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one',small molecule,0,1,0,0,0,0
DB07152,b'N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide',small molecule,0,1,0,0,0,0
DB07153,"b'6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine'",small molecule,0,1,0,0,0,0
DB07154,"b'(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE'",small molecule,0,1,0,0,0,0
DB07155,b'(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE',small molecule,0,1,0,0,0,0
DB07156,"b'(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione'",small molecule,0,1,0,0,0,0
DB07157,"b'(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE'",small molecule,0,1,0,0,0,0
DB07158,"b'5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE'",small molecule,0,1,0,0,0,0
DB07159,b'Tamatinib',small molecule,0,1,0,1,0,0
DB07160,"b'N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE'",small molecule,0,1,0,0,0,0
DB07161,b'5-phenyl-1H-indazol-3-amine',small molecule,0,1,0,0,0,0
DB07162,b'4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide',small molecule,0,1,0,0,0,0
DB07163,b'5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE',small molecule,0,1,0,0,0,0
DB07164,"b'N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine'",small molecule,0,1,0,0,0,0
DB07165,b'N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE',small molecule,0,1,0,0,0,0
DB07167,b'5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE',small molecule,0,1,0,0,0,0
DB07168,b'[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile',small molecule,0,1,0,0,0,0
DB07170,"b""5'-FLUORO-2',5'-DIDEOXYADENOSINE""",small molecule,0,1,0,0,0,0
DB07171,"b'5-(2-hydroxyethyl)nonane-1,9-diol'",small molecule,0,1,0,0,0,0
DB07172,"b'(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid'",small molecule,0,1,0,0,0,0
DB07173,"b'7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE'",small molecule,0,1,0,0,0,0
DB07174,"b'6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE'",small molecule,0,1,0,0,0,0
DB07175,b'N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide',small molecule,0,1,0,0,0,0
DB07177,"b'(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID'",small molecule,0,1,0,0,0,0
DB07178,b'5-PENTYL-2-PHENOXYPHENOL',small molecule,0,1,0,0,0,0
DB07179,"b'3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide'",small molecule,0,1,0,0,0,0
DB07180,"b'5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide'",small molecule,0,1,0,0,0,0
DB07181,"b""4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide""",small molecule,0,1,0,0,0,0
DB07182,b'(2S)-2-(3-Carbamimidamidophenyl)-3-[hydroxy(3-phenylpropyl)phosphoryl]propanoic acid',small molecule,0,1,0,0,0,0
DB07183,b'N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide',small molecule,0,1,0,0,0,0
DB07186,"b'4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE'",small molecule,0,1,0,0,0,0
DB07187,b'6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE',small molecule,0,1,0,0,0,0
DB07188,"b'(3S)-1-CYCLOHEXYL-N-(3,5-DICHLOROPHENYL)-5-OXOPYRROLIDINE-3-CARBOXAMIDE'",small molecule,0,1,0,0,0,0
DB07189,"b'(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid'",small molecule,0,1,0,0,0,0
DB07190,b'3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide',small molecule,0,1,0,0,0,0
DB07192,b'(3S)-N-(3-BROMOPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE',small molecule,0,1,0,0,0,0
DB07193,"b'(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine'",small molecule,0,1,0,0,0,0
DB07194,"b'2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide'",small molecule,0,1,0,0,0,0
DB07195,"b'4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL'",small molecule,0,1,0,0,0,0
DB07196,b'N-methyl-1-(2-thiophen-2-ylphenyl)methanamine',small molecule,0,1,0,0,0,0
DB07197,b'4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID',small molecule,0,1,0,0,0,0
DB07198,b'5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE',small molecule,0,1,0,0,0,0
DB07199,"b'(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID'",small molecule,0,1,0,0,0,0
DB07200,"b'(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID'",small molecule,0,1,0,0,0,0
DB07202,b'6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE',small molecule,0,1,0,0,0,0
DB07203,"b""6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE""",small molecule,0,1,0,0,0,0
DB07204,"b'(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE'",small molecule,0,1,0,0,0,0
DB07205,"b""N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE""",small molecule,0,1,0,0,0,0
DB07206,b'6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE',small molecule,0,1,0,0,0,0
DB07207,b'2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE',small molecule,0,1,0,0,0,0
DB07208,"b'(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid'",small molecule,0,1,0,0,0,0
DB07209,"b'(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid'",small molecule,0,1,0,0,0,0
DB07210,"b'3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine'",small molecule,0,1,0,0,0,0
DB07211,b'(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE',small molecule,0,1,0,0,0,0
DB07212,b'N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE',small molecule,0,1,0,0,0,0
DB07213,"b'(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL'",small molecule,0,1,0,0,0,0
DB07215,"b'2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID'",small molecule,0,1,0,0,0,0
DB07216,"b'(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE'",small molecule,0,1,0,0,0,0
DB07217,"b'N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide'",small molecule,0,1,0,0,0,0
DB07218,"b'6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE'",small molecule,0,1,0,0,0,0
DB07219,"b'BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE'",small molecule,0,1,0,0,0,0
DB07220,"b'N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE'",small molecule,0,1,0,0,0,0
DB07221,"b'(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM'",small molecule,0,1,0,0,0,0
DB07222,b'(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE',small molecule,0,1,0,0,0,0
DB07223,"b'METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE'",small molecule,0,1,0,0,0,0
DB07224,"b'N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE'",small molecule,0,1,0,0,0,0
DB07225,"b'N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE'",small molecule,0,1,0,0,0,0
DB07226,"b'N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE'",small molecule,0,1,0,0,0,0
DB07227,b'4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE',small molecule,0,1,0,0,0,0
DB07228,b'1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA',small molecule,0,1,0,0,0,0
DB07229,"b""3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE""",small molecule,0,1,0,0,0,0
DB07230,b'3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE',small molecule,0,1,0,0,0,0
DB07231,"b'N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE'",small molecule,0,1,0,0,0,0
DB07232,b'Veliparib',small molecule,0,0,0,1,0,0
DB07233,b'N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan',small molecule,0,1,0,0,0,0
DB07234,"b'3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione'",small molecule,0,1,0,0,0,0
DB07235,"b'N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE'",small molecule,0,1,0,0,0,0
DB07236,b'3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL',small molecule,0,1,0,0,0,0
DB07237,b'{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone',small molecule,0,1,0,0,0,0
DB07239,b'7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile',small molecule,0,1,0,0,0,0
DB07241,"b'7-carboxy-5-hydroxy-12,13-dihydro-6H-indolo[2,3-a]pyrrolo[3,4-c]carbazole'",small molecule,0,1,0,0,0,0
DB07242,"b""(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile""",small molecule,0,1,0,0,0,0
DB07243,"b'(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE'",small molecule,0,1,0,0,0,0
DB07244,"b'5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE'",small molecule,0,1,0,0,0,0
DB07245,"b""6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE""",small molecule,0,1,0,0,0,0
DB07246,"b'(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE'",small molecule,0,1,0,0,0,0
DB07247,"b""[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA""",small molecule,0,1,0,0,0,0
DB07248,"b'7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE'",small molecule,0,1,0,0,0,0
DB07249,"b'N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine'",small molecule,0,1,0,0,0,0
DB07250,"b""N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE""",small molecule,0,1,0,0,0,0
DB07251,"b""N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE""",small molecule,0,1,0,0,0,0
DB07252,"b'3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide'",small molecule,0,1,0,0,0,0
DB07253,"b""N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine""",small molecule,0,1,0,0,0,0
DB07254,"b'N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE'",small molecule,0,1,0,0,0,0
DB07255,"b""N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE""",small molecule,0,1,0,0,0,0
DB07256,"b'3-({4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL}AMINO)BENZAMIDE'",small molecule,0,1,0,0,0,0
DB07257,"b'4-(2-chlorophenyl)-8-(2-hydroxyethyl)-6-methylpyrrolo[3,4-e]indole-1,3(2H,6H)-dione'",small molecule,0,1,0,0,0,0
DB07258,b'(R)-pyridin-4-yl[4-(2-pyrrolidin-1-ylethoxy)phenyl]methanol',small molecule,0,1,0,0,0,0
DB07259,b'1-(4-thiophen-2-ylphenyl)methanamine',small molecule,0,1,0,0,0,0
DB07260,b'N-benzyl-4-[(2R)-pyrrolidin-2-ylmethoxy]aniline',small molecule,0,1,0,0,0,0
DB07261,"b'THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE'",small molecule,0,1,0,0,0,0
DB07262,b'1-{[N-(1-Imino-guanidino-methyl)]sulfanylmethyl}-3-trifluoromethyl-benzene',small molecule,0,1,0,0,0,0
DB07263,"b'[{2-bromo-4-[(2R)-3-oxo-2,3-diphenylpropyl]phenyl}(difluoro)methyl]phosphonic acid'",small molecule,0,1,0,0,0,0
DB07264,b'(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE',small molecule,0,1,0,0,0,0
DB07265,"b'3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID'",small molecule,0,1,0,0,0,0
DB07266,"b""8-ethyl-3,10,10-trimethyl-4,5,6,8,10,12-hexahydropyrazolo[4',3':6,7]cyclohepta[1,2-b]pyrrolo[2,3-f]indol-9(1H)-one""",small molecule,0,1,0,0,0,0
DB07267,b'2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine',small molecule,0,1,0,0,0,0
DB07268,b'2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE',small molecule,0,1,0,0,0,0
DB07269,b'(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID',small molecule,0,1,0,0,0,0
DB07270,"b'N-[7-(3-AMINOPHENYL)-5-METHOXY-1,3-BENZOXAZOL-2-YL]-2,5-DICHLOROBENZENESULFONAMIDE'",small molecule,0,1,0,0,0,0
DB07271,"b'4-[(3R)-3-Amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one'",small molecule,0,1,0,0,0,0
DB07272,"b'N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE'",small molecule,0,1,0,0,0,0
DB07274,"b'N-cyclopropyl-6-[(6,7-dimethoxyquinolin-4-yl)oxy]naphthalene-1-carboxamide'",small molecule,0,1,0,0,0,0
DB07276,"b'5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE'",small molecule,0,1,0,0,0,0
DB07277,b'2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE',small molecule,0,1,0,0,0,0
